Facility ID,Owner Name,Facility Name,Street Address,City,Zip,County,Tank Id,Installed,Material,Compartments,Tank Status,Regulated,Closed,Capacity,Substance
2302809,"ARCH OF WEST VIRGINIA, INC.",AMHERST 4H MINE,BUFFALO CRK RD,ACCOVILLE,25606,Logan,-1,1981-07-12,Steel,1,Permanently Out of Service,Yes,1988-03-15,6000.0,Other
2302810,"ARCH OF WEST VIRGINIA, INC.",MOUNTAINEER STEEL,RIGHT FORK OF BUFFALO CRK,ACCOVILLE,25606,Logan,-2,1977-01-21,Steel,1,Permanently Out of Service,Yes,1990-12-19,2000.0,Gasoline
2302810,"ARCH OF WEST VIRGINIA, INC.",MOUNTAINEER STEEL,RIGHT FORK OF BUFFALO CRK,ACCOVILLE,25606,Logan,-1,1977-01-21,Steel,1,Permanently Out of Service,Yes,1988-09-29,6000.0,Gasoline
2309195,"DOMINION ENERGY TRANSMISSION, INC.",HUFF CREEK COMPRESSOR STATION,PO BOX 359,ACCOVILLE,25606,Logan,-1,,Steel,1,Permanently Out of Service,Yes,1990-11-15,500.0,Hazardous Substance
4907256,UNCERTAIN/UNKNOWN,ABANDONED STATION,INTER OF GOULD RD & RT 20,ADRIAN,26210,Upshur,1,,Not Listed,1,Permanently Out of Service,Yes,,111.0,Not Listed
4907256,UNCERTAIN/UNKNOWN,ABANDONED STATION,INTER OF GOULD RD & RT 20,ADRIAN,26210,Upshur,2,,Not Listed,1,Permanently Out of Service,Yes,,111.0,Not Listed
4907256,UNCERTAIN/UNKNOWN,ABANDONED STATION,INTER OF GOULD RD & RT 20,ADRIAN,26210,Upshur,3,,Not Listed,1,Permanently Out of Service,Yes,,111.0,Not Listed
4907256,UNCERTAIN/UNKNOWN,ABANDONED STATION,INTER OF GOULD RD & RT 20,ADRIAN,26210,Upshur,4,,Not Listed,1,Permanently Out of Service,Yes,,111.0,Not Listed
4907256,UNCERTAIN/UNKNOWN,ABANDONED STATION,INTER OF GOULD RD & RT 20,ADRIAN,26210,Upshur,5,,Not Listed,1,Permanently Out of Service,Yes,,111.0,Not Listed
3902992,DEWITT'S USED AUTO SALES LLC,ALBRIGHT OIL INC, 2748 N PRESTON HWY,ALBRIGHT,26519,Preston,-1,1976-05-07,Steel,1,Permanently Out of Service,Yes,2011-06-30,20000.0,Diesel
3903008,THE POINT LLC,The Pont LLC DBA The Point Convenience,9395 N. PRESTON HWY,ALBRIGHT,26519,Preston,-3,1973-05-07,Steel,1,Permanently Out of Service,Yes,1992-06-17,1000.0,Gasoline
3903008,THE POINT LLC,The Pont LLC DBA The Point Convenience,9395 N. PRESTON HWY,ALBRIGHT,26519,Preston,-2,1976-05-07,Steel,1,Permanently Out of Service,Yes,1992-06-17,2000.0,Gasoline
3903008,THE POINT LLC,The Pont LLC DBA The Point Convenience,9395 N. PRESTON HWY,ALBRIGHT,26519,Preston,-1,1978-05-07,Steel,1,Permanently Out of Service,Yes,1992-06-17,4000.0,Gasoline
3903008,THE POINT LLC,The Pont LLC DBA The Point Convenience,9395 N. PRESTON HWY,ALBRIGHT,26519,Preston,1,1994-07-01,Polyethylene Tank Jacket,5,Currently In Use,Yes,,15000.0,"Diesel
Gasoline
Premium Unleaded"
3904592,NORTH PRESTON KWIK STOP LLC,NORTH PRESTON KWIK STOP LLC, 2735 N PRESTON HWY,ALBRIGHT,26519,Preston,1,1986-05-01,Steel,1,Permanently Out of Service,Yes,2018-09-28,8000.0,Gasoline
3904592,NORTH PRESTON KWIK STOP LLC,NORTH PRESTON KWIK STOP LLC, 2735 N PRESTON HWY,ALBRIGHT,26519,Preston,2,1986-05-01,Steel,1,Permanently Out of Service,Yes,2018-09-28,8000.0,Gasoline
3904592,NORTH PRESTON KWIK STOP LLC,NORTH PRESTON KWIK STOP LLC, 2735 N PRESTON HWY,ALBRIGHT,26519,Preston,3,1986-05-01,Steel,1,Permanently Out of Service,Yes,2018-09-28,6000.0,Gasoline
3904592,NORTH PRESTON KWIK STOP LLC,NORTH PRESTON KWIK STOP LLC, 2735 N PRESTON HWY,ALBRIGHT,26519,Preston,4,1986-05-01,Steel,1,Permanently Out of Service,Yes,2018-09-28,10000.0,Diesel
3904592,NORTH PRESTON KWIK STOP LLC,NORTH PRESTON KWIK STOP LLC, 2735 N PRESTON HWY,ALBRIGHT,26519,Preston,5,1986-05-01,Steel,1,Permanently Out of Service,Yes,2018-09-28,4000.0,Kerosene
3904597,"AT&T COMMUNICATIONS, INC.",AT&T VALLEY POINT FAICLITY,4 1/2 MIN N OF ALBRIGHT,ALBRIGHT,26519,Preston,-1,1968-01-01,Steel,1,Permanently Out of Service,Yes,1993-08-25,2000.0,Diesel
3904672,"BOLINGER, WILLIAM F",LENOX GROCERY,RT 2 BOX 283,ALBRIGHT,26519,Preston,-4,1983-05-14,Steel,1,Permanently Out of Service,Yes,1995-07-24,6000.0,Gasoline
3904672,"BOLINGER, WILLIAM F",LENOX GROCERY,RT 2 BOX 283,ALBRIGHT,26519,Preston,-3,1981-05-15,Steel,1,Permanently Out of Service,Yes,1995-07-24,2000.0,Gasoline
3904672,"BOLINGER, WILLIAM F",LENOX GROCERY,RT 2 BOX 283,ALBRIGHT,26519,Preston,-2,1978-05-14,Steel,1,Permanently Out of Service,Yes,1991-05-10,1000.0,Diesel
3904672,"BOLINGER, WILLIAM F",LENOX GROCERY,RT 2 BOX 283,ALBRIGHT,26519,Preston,-1,1978-05-14,Steel,1,Permanently Out of Service,Yes,1991-05-10,550.0,Diesel
3904679,"ALLEGHENY ENERGY SUPPLY COMPANY, LLC",ALBRIGHT POWER STATION,RT 26 N,ALBRIGHT,26519,Preston,-2,1991-10-01,Fiberglass Reinforced Plastic,1,Permanently Out of Service,Yes,2008-06-18,1000.0,Gasoline
3904679,"ALLEGHENY ENERGY SUPPLY COMPANY, LLC",ALBRIGHT POWER STATION,RT 26 N,ALBRIGHT,26519,Preston,-1,1980-05-25,Steel,1,Permanently Out of Service,Yes,1991-09-26,1000.0,Gasoline
3904702,"RINGER TRI-STATE OIL CO., INC.",DENVER CRAMER'S S/S,RD,ALBRIGHT,26519,Preston,-2,1966-05-02,Steel,1,Permanently Out of Service,Yes,1991-10-18,1000.0,Gasoline
3904702,"RINGER TRI-STATE OIL CO., INC.",DENVER CRAMER'S S/S,RD,ALBRIGHT,26519,Preston,-1,1966-05-02,Steel,1,Permanently Out of Service,Yes,1991-10-21,1000.0,Gasoline
3904703,ROCKVILLE MINING COMPANY,ROCKVILLE MINING CO INC (*SJ/REGTO93/CAP),RT 2 BOX 87-X,ALBRIGHT,26519,Preston,-3,1980-02-02,Steel,1,Permanently Out of Service,Yes,1994-04-20,15000.0,Other
3904703,ROCKVILLE MINING COMPANY,ROCKVILLE MINING CO INC (*SJ/REGTO93/CAP),RT 2 BOX 87-X,ALBRIGHT,26519,Preston,-2,1980-02-02,Steel,1,Permanently Out of Service,Yes,1994-04-20,10000.0,Gasoline
3904703,ROCKVILLE MINING COMPANY,ROCKVILLE MINING CO INC (*SJ/REGTO93/CAP),RT 2 BOX 87-X,ALBRIGHT,26519,Preston,-1,1979-02-02,Steel,1,Permanently Out of Service,Yes,1994-04-20,500.0,Used Oil
3904723,THREE SONS TRUCKING LLC,THREE SONS TRUCKING (*SJ/CAP),WOOLEN MILLS RD,ALBRIGHT,26519,Preston,-2,1976-05-06,Steel,1,Permanently Out of Service,Yes,1994-04-21,2000.0,Not Listed
3904723,THREE SONS TRUCKING LLC,THREE SONS TRUCKING (*SJ/CAP),WOOLEN MILLS RD,ALBRIGHT,26519,Preston,-1,1976-05-06,Steel,1,Permanently Out of Service,Yes,1994-04-21,1000.0,Not Listed
3906424,AT&T CORP.,AT&T,721 SHATCER RD,ALBRIGHT,26519,Preston,-1,1990-12-01,Fiberglass Reinforced Plastic,1,Permanently Out of Service,Yes,1993-08-26,20000.0,Diesel
3906424,AT&T CORP.,AT&T,721 SHATCER RD,ALBRIGHT,26519,Preston,2,1993-10-01,Fiberglass Reinforced Plastic,1,Permanently Out of Service,Yes,2012-11-28,20000.0,Diesel
3906607,WV DIVISION OF HIGHWAYS,PRESTON CO HQ 04391,RT 7/12,ALBRIGHT,26519,Preston,-2,1986-10-27,Steel,1,Permanently Out of Service,Yes,1993-09-21,6000.0,Diesel
3906607,WV DIVISION OF HIGHWAYS,PRESTON CO HQ 04391,RT 7/12,ALBRIGHT,26519,Preston,-1,1986-10-27,Steel,1,Permanently Out of Service,Yes,1993-09-20,6000.0,Gasoline
3906607,WV DIVISION OF HIGHWAYS,PRESTON CO HQ 04391,RT 7/12,ALBRIGHT,26519,Preston,1,1993-09-01,Fiberglass Reinforced Plastic,1,Permanently Out of Service,Yes,2020-09-10,6000.0,Gasoline
3906607,WV DIVISION OF HIGHWAYS,PRESTON CO HQ 04391,RT 7/12,ALBRIGHT,26519,Preston,2,1993-09-01,Fiberglass Reinforced Plastic,1,Permanently Out of Service,Yes,2020-09-10,6000.0,Diesel
3909298,COUNTRY STORE,GALFORDS COUNTRY STORE,BRANDONVILLE PIKE RT 2 BOX 244,ALBRIGHT,26519,Preston,-2,1985-09-01,Steel,1,Permanently Out of Service,Yes,1996-03-05,2000.0,Gasoline
3909298,COUNTRY STORE,GALFORDS COUNTRY STORE,BRANDONVILLE PIKE RT 2 BOX 244,ALBRIGHT,26519,Preston,-1,1985-09-01,Steel,1,Permanently Out of Service,Yes,1996-03-05,2000.0,Gasoline
3909303,UNCERTAIN/UNKNOWN,MARTIN CREEK REFUSE,AML SITE,ALBRIGHT,26519,Preston,-1,,Steel,1,Permanently Out of Service,Yes,1996-06-19,2000.0,Diesel
3909314,"CRANE, SCOTT",VALLEY POINT PARLOR,RT 26,ALBRIGHT,26519,Preston,-2,1993-10-01,Steel,1,Permanently Out of Service,Yes,1997-05-29,4000.0,Gasoline
3909314,"CRANE, SCOTT",VALLEY POINT PARLOR,RT 26,ALBRIGHT,26519,Preston,-1,1993-10-01,Steel,1,Permanently Out of Service,Yes,1997-05-29,4000.0,Gasoline
1301161,PEPSI COLA GENERAL BOTTLERS INC,RKO BOTTLERS OF ALDERSON,BLUE SULPHUR SPRINGS RD,ALDERSON,24910,Greenbrier,-2,1976-05-07,Steel,1,Permanently Out of Service,Yes,1993-02-03,2000.0,Diesel
1301161,PEPSI COLA GENERAL BOTTLERS INC,RKO BOTTLERS OF ALDERSON,BLUE SULPHUR SPRINGS RD,ALDERSON,24910,Greenbrier,-1,1981-05-07,Steel,1,Permanently Out of Service,Yes,1992-03-18,1000.0,Gasoline
1301213,"LITTLE GENERAL STORE, INC.",LITTLE GENERAL STORE #2150,"RT 12
SOUTH",ALDERSON,24910,Greenbrier,-4,1976-07-19,Steel,1,Permanently Out of Service,Yes,1997-05-02,4000.0,Diesel
1301213,"LITTLE GENERAL STORE, INC.",LITTLE GENERAL STORE #2150,"RT 12
SOUTH",ALDERSON,24910,Greenbrier,1,1988-07-01,Steel,1,Currently In Use,Yes,,4000.0,Gasoline
1301213,"LITTLE GENERAL STORE, INC.",LITTLE GENERAL STORE #2150,"RT 12
SOUTH",ALDERSON,24910,Greenbrier,2,1988-07-01,Steel,1,Currently In Use,Yes,,8000.0,Gasoline
1301213,"LITTLE GENERAL STORE, INC.",LITTLE GENERAL STORE #2150,"RT 12
SOUTH",ALDERSON,24910,Greenbrier,3,1988-07-01,Steel,1,Currently In Use,Yes,,8000.0,Gasoline
1301219,HIGHLANDER & BOWMAN/OPERATOR,P & J MOUNTAINEER PRODUCE,MAIN ST PO BOX 446,ALDERSON,24910,Greenbrier,-3,1976-05-06,Steel,1,Permanently Out of Service,Yes,1994-02-11,4000.0,Gasoline
1301219,HIGHLANDER & BOWMAN/OPERATOR,P & J MOUNTAINEER PRODUCE,MAIN ST PO BOX 446,ALDERSON,24910,Greenbrier,-2,1976-05-06,Steel,1,Permanently Out of Service,Yes,1994-02-11,4000.0,Gasoline
1301219,HIGHLANDER & BOWMAN/OPERATOR,P & J MOUNTAINEER PRODUCE,MAIN ST PO BOX 446,ALDERSON,24910,Greenbrier,-1,1976-05-06,Steel,1,Permanently Out of Service,Yes,1994-02-10,4000.0,Gasoline
1301269,"PATEL, PINTUKUMAR",Riverside Exxon,100 RIVERVIEW AVE,ALDERSON,24910,Greenbrier,-7,1985-12-21,Steel,1,Permanently Out of Service,Yes,1988-11-15,550.0,Diesel
1301269,"PATEL, PINTUKUMAR",Riverside Exxon,100 RIVERVIEW AVE,ALDERSON,24910,Greenbrier,-6,1985-12-21,Steel,1,Permanently Out of Service,Yes,1988-11-15,1000.0,Kerosene
1301269,"PATEL, PINTUKUMAR",Riverside Exxon,100 RIVERVIEW AVE,ALDERSON,24910,Greenbrier,1,1983-06-01,Steel,1,Currently In Use,Yes,,6000.0,Gasoline
1301269,"PATEL, PINTUKUMAR",Riverside Exxon,100 RIVERVIEW AVE,ALDERSON,24910,Greenbrier,2,1983-06-01,Steel,1,Currently In Use,Yes,,6000.0,Gasoline
1301269,"PATEL, PINTUKUMAR",Riverside Exxon,100 RIVERVIEW AVE,ALDERSON,24910,Greenbrier,3,1983-06-01,Steel,1,Currently In Use,Yes,,2000.0,Gasoline
1301269,"PATEL, PINTUKUMAR",Riverside Exxon,100 RIVERVIEW AVE,ALDERSON,24910,Greenbrier,4,1988-11-30,Steel,1,Currently In Use,Yes,,1000.0,Diesel
1301269,"PATEL, PINTUKUMAR",Riverside Exxon,100 RIVERVIEW AVE,ALDERSON,24910,Greenbrier,5,1988-11-30,Steel,1,Currently In Use,Yes,,1000.0,Kerosene
1301269,"PATEL, PINTUKUMAR",Riverside Exxon,100 RIVERVIEW AVE,ALDERSON,24910,Greenbrier,8,1988-11-30,Steel,1,Currently In Use,Yes,,1000.0,Diesel
1301288,SEVEN-UP DR. PEPPER BOTTLING COMPANY,DR PEPPER BOTTLING CO,RT 3,ALDERSON,24910,Greenbrier,1,1974-05-13,Steel,1,Permanently Out of Service,Yes,1988-12-15,1000.0,Gasoline
1304114,"ASHLAND BRANDED MARKETING, INC.",RICHARD ARNOLD 339-011,RIVERSIDE DR BOX 631,ALDERSON,24910,Greenbrier,-6,1990-12-01,Fiberglass Reinforced Plastic,1,Permanently Out of Service,Yes,1997-03-17,3000.0,Gasoline
1304114,"ASHLAND BRANDED MARKETING, INC.",RICHARD ARNOLD 339-011,RIVERSIDE DR BOX 631,ALDERSON,24910,Greenbrier,-5,1990-12-01,Fiberglass Reinforced Plastic,1,Permanently Out of Service,Yes,1997-03-17,3000.0,Gasoline
1304114,"ASHLAND BRANDED MARKETING, INC.",RICHARD ARNOLD 339-011,RIVERSIDE DR BOX 631,ALDERSON,24910,Greenbrier,-4,1960-01-01,Steel,1,Permanently Out of Service,Yes,1990-01-01,550.0,Used Oil
1304114,"ASHLAND BRANDED MARKETING, INC.",RICHARD ARNOLD 339-011,RIVERSIDE DR BOX 631,ALDERSON,24910,Greenbrier,-3,1979-05-02,Steel,1,Permanently Out of Service,Yes,1990-12-01,4000.0,Gasoline
1304114,"ASHLAND BRANDED MARKETING, INC.",RICHARD ARNOLD 339-011,RIVERSIDE DR BOX 631,ALDERSON,24910,Greenbrier,-2,1979-05-02,Steel,1,Permanently Out of Service,Yes,1990-12-01,4000.0,Gasoline
1304114,"ASHLAND BRANDED MARKETING, INC.",RICHARD ARNOLD 339-011,RIVERSIDE DR BOX 631,ALDERSON,24910,Greenbrier,-1,1970-05-01,Steel,1,Permanently Out of Service,Yes,1990-12-01,2000.0,Gasoline
1307731,BELL ATLANTIC NETWORK SERVICES,ALDERSON CO 45511,W MAPLE ST,ALDERSON,24910,Greenbrier,-1,1987-01-23,Fiberglass Reinforced Plastic,1,Permanently Out of Service,Yes,1993-11-23,550.0,Diesel
1308324,"FEAMSTER, JOE",ASBURY COUNTRY STORE,RT 12,ALDERSON,24910,Greenbrier,-3,1989-01-01,Steel,1,Permanently Out of Service,Yes,1993-12-06,2000.0,Gasoline
1308324,"FEAMSTER, JOE",ASBURY COUNTRY STORE,RT 12,ALDERSON,24910,Greenbrier,-2,1989-01-01,Steel,1,Permanently Out of Service,Yes,1993-12-06,2000.0,Gasoline
1308324,"FEAMSTER, JOE",ASBURY COUNTRY STORE,RT 12,ALDERSON,24910,Greenbrier,-1,1989-01-01,Steel,1,Permanently Out of Service,Yes,1993-12-08,500.0,Kerosene
3904686,OAKLAND OIL CO,MARGARET CASE,RT 50,AURORA,26705,Preston,3,1961-05-02,Steel,1,Permanently Out of Service,Yes,1983-07-15,2000.0,Gasoline
1308348,"MARTIN, JESSE J",RIVERSIDE STATION LLC,4830 HIGHLAND TRL,ALDERSON,24910,Greenbrier,-3,,Steel,1,Permanently Out of Service,Yes,1997-02-25,550.0,Kerosene
1308348,"MARTIN, JESSE J",RIVERSIDE STATION LLC,4830 HIGHLAND TRL,ALDERSON,24910,Greenbrier,-2,,Steel,1,Permanently Out of Service,Yes,1997-02-25,2000.0,Gasoline
1308348,"MARTIN, JESSE J",RIVERSIDE STATION LLC,4830 HIGHLAND TRL,ALDERSON,24910,Greenbrier,-1,,Steel,1,Permanently Out of Service,Yes,1997-02-25,2000.0,Gasoline
1308348,"MARTIN, JESSE J",RIVERSIDE STATION LLC,4830 HIGHLAND TRL,ALDERSON,24910,Greenbrier,4,1997-06-01,Fiberglass Reinforced Plastic,1,Temporarily Out of Service,Yes,,10000.0,Gasoline
1308348,"MARTIN, JESSE J",RIVERSIDE STATION LLC,4830 HIGHLAND TRL,ALDERSON,24910,Greenbrier,5,1997-06-01,Fiberglass Reinforced Plastic,1,Temporarily Out of Service,Yes,,10000.0,Gasoline
3204119,BOSTIC OIL CO,COPELAND CHEV CO,UNKNOWN,ALDERSON,24910,Monroe,-2,1973-04-19,Steel,1,Permanently Out of Service,Yes,1987-09-15,1000.0,Gasoline
3204119,BOSTIC OIL CO,COPELAND CHEV CO,UNKNOWN,ALDERSON,24910,Monroe,-1,1973-04-19,Steel,1,Permanently Out of Service,Yes,1987-09-15,1000.0,Gasoline
3206522,BOSTIC OIL CO,BOSTIC OIL CO,395 Wayside Creamery Rd,ALDERSON,24910,Monroe,-6,1980-11-14,Steel,1,Permanently Out of Service,Yes,1998-12-28,10000.0,Gasoline
3206522,BOSTIC OIL CO,BOSTIC OIL CO,395 Wayside Creamery Rd,ALDERSON,24910,Monroe,-5,1980-11-14,Steel,1,Permanently Out of Service,Yes,1998-12-28,10000.0,Gasoline
3206522,BOSTIC OIL CO,BOSTIC OIL CO,395 Wayside Creamery Rd,ALDERSON,24910,Monroe,-4,1980-11-14,Steel,1,Permanently Out of Service,Yes,1998-12-28,10000.0,Gasoline
3206522,BOSTIC OIL CO,BOSTIC OIL CO,395 Wayside Creamery Rd,ALDERSON,24910,Monroe,-3,1980-11-14,Steel,1,Permanently Out of Service,Yes,1998-12-28,10000.0,Kerosene
3206522,BOSTIC OIL CO,BOSTIC OIL CO,395 Wayside Creamery Rd,ALDERSON,24910,Monroe,-2,1980-11-14,Steel,1,Permanently Out of Service,Yes,1998-12-28,10000.0,Diesel
3206522,BOSTIC OIL CO,BOSTIC OIL CO,395 Wayside Creamery Rd,ALDERSON,24910,Monroe,-1,1980-11-14,Steel,1,Permanently Out of Service,Yes,1998-12-28,10000.0,Diesel
3206522,BOSTIC OIL CO,BOSTIC OIL CO,395 Wayside Creamery Rd,ALDERSON,24910,Monroe,7,1998-12-01,Composite,2,Currently In Use,Yes,,20000.0,"Diesel
Gasoline"
3206522,BOSTIC OIL CO,BOSTIC OIL CO,395 Wayside Creamery Rd,ALDERSON,24910,Monroe,8,1998-12-01,Composite,2,Currently In Use,Yes,,20000.0,"Diesel
Kerosene"
3206531,"J L C, LLC",VINTAGE LOG & LUMBER,RT 1 BOX 2F,ALDERSON,24910,Monroe,-1,,Steel,1,Permanently Out of Service,Yes,2008-02-14,550.0,Diesel
3210197,UNCERTAIN/UNKNOWN,FORMER LOBBAN PROPERTY,CORNER SOUTH MONROE & ALDERSON AVE,ALDERSON,24910,Monroe,1,,Steel,1,Abandoned,Yes,,111.0,Unknown
3210197,UNCERTAIN/UNKNOWN,FORMER LOBBAN PROPERTY,CORNER SOUTH MONROE & ALDERSON AVE,ALDERSON,24910,Monroe,2,,Steel,1,Abandoned,Yes,,111.0,Unknown
4506418,"FPC ALDERSON EMPLOYEES' ASSOC., INC.",GARAGE,UNKNOWN,ALDERSON,24910,Summers,-3,1986-06-22,Steel,1,Permanently Out of Service,Yes,1991-08-31,2000.0,Used Oil
4506418,"FPC ALDERSON EMPLOYEES' ASSOC., INC.",GARAGE,UNKNOWN,ALDERSON,24910,Summers,-2,1978-06-22,Steel,1,Permanently Out of Service,Yes,1991-08-31,2000.0,Gasoline
4506418,"FPC ALDERSON EMPLOYEES' ASSOC., INC.",GARAGE,UNKNOWN,ALDERSON,24910,Summers,-1,1978-06-22,Steel,1,Permanently Out of Service,Yes,1991-08-31,2000.0,Gasoline
4509728,UNCERTAIN/UNKNOWN,LOG CABIN,RT 3 & 12,ALDERSON,24910,Summers,-2,,Steel,1,Permanently Out of Service,Yes,1999-03-08,800.0,Gasoline
4509728,UNCERTAIN/UNKNOWN,LOG CABIN,RT 3 & 12,ALDERSON,24910,Summers,-1,,Steel,1,Permanently Out of Service,Yes,1999-03-08,800.0,Gasoline
4906457,BEECH MOUNTAIN RAILROAD COMPANY,BEECH MOUNTAIN RAILROAD COMPANY,COUNTY RT 46,ALEXANDER,26211,Upshur,-2,1970-01-01,Steel,1,Permanently Out of Service,Yes,1990-09-28,5000.0,Diesel
4906457,BEECH MOUNTAIN RAILROAD COMPANY,BEECH MOUNTAIN RAILROAD COMPANY,COUNTY RT 46,ALEXANDER,26211,Upshur,-1,1960-01-01,Steel,1,Permanently Out of Service,Yes,1990-09-28,3000.0,Diesel
2202754,UNCERTAIN/UNKNOWN,FRED & HELENA COOPER,PETER CAVE FRK RD,ALKOL,25501,Lincoln,1,1972-04-26,Steel,1,Permanently Out of Service,Yes,,2000.0,Gasoline
2202754,UNCERTAIN/UNKNOWN,FRED & HELENA COOPER,PETER CAVE FRK RD,ALKOL,25501,Lincoln,2,1972-04-26,Steel,1,Permanently Out of Service,Yes,,2000.0,Gasoline
2202769,"FOWLER, JOAB RAY",JOAB RAY FOWLER,STATE RT 3,ALKOL,25501,Lincoln,1,1980-01-26,Steel,1,Abandoned,Yes,,1000.0,Gasoline
2202769,"FOWLER, JOAB RAY",JOAB RAY FOWLER,STATE RT 3,ALKOL,25501,Lincoln,2,1980-01-26,Steel,1,Abandoned,Yes,,1000.0,Gasoline
2202769,"FOWLER, JOAB RAY",JOAB RAY FOWLER,STATE RT 3,ALKOL,25501,Lincoln,3,1981-01-25,Steel,1,Abandoned,Yes,,1000.0,Not Listed
2202790,RALEIGH-BOONE SERVICE COMPANY,ADKINS GROCERY,GENERAL DELIVERY,ALKOL,25501,Lincoln,-2,1970-04-29,Steel,1,Permanently Out of Service,Yes,1994-07-25,1000.0,Gasoline
2202790,RALEIGH-BOONE SERVICE COMPANY,ADKINS GROCERY,GENERAL DELIVERY,ALKOL,25501,Lincoln,-1,1981-04-29,Steel,1,Permanently Out of Service,Yes,1994-07-25,1000.0,Gasoline
2202791,RALEIGH-BOONE SERVICE COMPANY,ELKIN'S EXXON,RT 3,ALKOL,25501,Lincoln,-2,1970-05-08,Steel,1,Permanently Out of Service,Yes,1988-11-07,3000.0,Gasoline
2202791,RALEIGH-BOONE SERVICE COMPANY,ELKIN'S EXXON,RT 3,ALKOL,25501,Lincoln,-1,1970-05-08,Steel,1,Permanently Out of Service,Yes,1988-11-07,3000.0,Gasoline
2206821,"MILLER, DONNA E",ALL MART,3093 BULGAR RD,ALKOL,25501,Lincoln,1,1987-11-07,Steel,1,Permanently Out of Service,Yes,,2000.0,Gasoline
2206821,"MILLER, DONNA E",ALL MART,3093 BULGAR RD,ALKOL,25501,Lincoln,2,1987-11-07,Steel,1,Permanently Out of Service,Yes,,2000.0,Gasoline
2208591,RALEIGH-BOONE SERVICE COMPANY,CALLAHAN'S GROCERY & HARDWARE,BOX 10 ST RT 3,ALKOL,25501,Lincoln,-2,1978-01-01,Steel,1,Permanently Out of Service,Yes,1998-08-27,3000.0,Gasoline
2208591,RALEIGH-BOONE SERVICE COMPANY,CALLAHAN'S GROCERY & HARDWARE,BOX 10 ST RT 3,ALKOL,25501,Lincoln,-1,1978-01-01,Steel,1,Permanently Out of Service,Yes,1998-08-27,3000.0,Gasoline
2507098,TOWNSENDS,TOWNSEND GROCERY,COUNTY RT 1,BAXTER,26560,Marion,-2,1940-01-01,Steel,1,Permanently Out of Service,Yes,1996-11-14,1000.0,Gasoline
2209373,"ADKINS, CECIL",ADKINS QUIK STOP INC,3106 BULGER RD,ALKOL,25501,Lincoln,1,1994-09-02,Fiberglass Reinforced Plastic,2,Temporarily Out of Service,Yes,,6000.0,Gasoline
2209606,UNCERTAIN/UNKNOWN,HARLESS PROPERTY,ST RT 3,ALKOL,25501,Lincoln,-1,,Steel,1,Permanently Out of Service,Yes,1996-12-11,500.0,Gasoline
2209641,UNCERTAIN/UNKNOWN,EDWARD & ALICE HOLSTEIN,1800 STRAIGHT FRK RD,ALKOL,25501,Lincoln,-3,1959-01-01,Steel,1,Permanently Out of Service,Yes,1997-09-16,1000.0,Gasoline
2209641,UNCERTAIN/UNKNOWN,EDWARD & ALICE HOLSTEIN,1800 STRAIGHT FRK RD,ALKOL,25501,Lincoln,-2,1959-01-01,Steel,1,Permanently Out of Service,Yes,1997-09-16,1000.0,Gasoline
2209641,UNCERTAIN/UNKNOWN,EDWARD & ALICE HOLSTEIN,1800 STRAIGHT FRK RD,ALKOL,25501,Lincoln,-1,1959-01-01,Steel,1,Permanently Out of Service,Yes,1997-09-16,2000.0,Gasoline
5509109,NORMAN'S GROCERY,NORMAN'S GROCERY,PO BOX 157,ALLEN JUNCTION,25810,Wyoming,1,,Steel,1,Permanently Out of Service,Yes,,1000.0,Gasoline
5509109,NORMAN'S GROCERY,NORMAN'S GROCERY,PO BOX 157,ALLEN JUNCTION,25810,Wyoming,2,,Steel,1,Permanently Out of Service,Yes,,3000.0,Gasoline
5509109,NORMAN'S GROCERY,NORMAN'S GROCERY,PO BOX 157,ALLEN JUNCTION,25810,Wyoming,3,,Steel,1,Permanently Out of Service,Yes,,500.0,Kerosene
1000910,ELKEM METALS COMPANY LIMITED PARTNERSHIP ,ELKEM METALS COMPANY,RT 60 E PO BOX 158,ALLOY,25002,Fayette,-7,1975-02-13,Steel,1,Permanently Out of Service,Yes,1988-10-12,2000.0,Gasoline
1000910,ELKEM METALS COMPANY LIMITED PARTNERSHIP ,ELKEM METALS COMPANY,RT 60 E PO BOX 158,ALLOY,25002,Fayette,-6,1975-02-13,Steel,1,Permanently Out of Service,Yes,1989-12-23,2000.0,Unknown
1000910,ELKEM METALS COMPANY LIMITED PARTNERSHIP ,ELKEM METALS COMPANY,RT 60 E PO BOX 158,ALLOY,25002,Fayette,-5,1975-02-13,Steel,1,Permanently Out of Service,Yes,1989-12-20,6000.0,Gasoline
1000910,ELKEM METALS COMPANY LIMITED PARTNERSHIP ,ELKEM METALS COMPANY,RT 60 E PO BOX 158,ALLOY,25002,Fayette,-4,1975-02-13,Steel,1,Permanently Out of Service,Yes,1989-12-20,6000.0,Gasoline
1000910,ELKEM METALS COMPANY LIMITED PARTNERSHIP ,ELKEM METALS COMPANY,RT 60 E PO BOX 158,ALLOY,25002,Fayette,-3,1975-02-13,Steel,1,Permanently Out of Service,Yes,1989-12-10,6000.0,Gasoline
1000910,ELKEM METALS COMPANY LIMITED PARTNERSHIP ,ELKEM METALS COMPANY,RT 60 E PO BOX 158,ALLOY,25002,Fayette,-2,1975-02-13,Steel,1,Permanently Out of Service,Yes,1989-12-10,2000.0,Gasoline
