TANK_ID,TANK_INFO_CODE,TANK_INFO_DESCRIPTION,TANK_DETAIL_CODE,TANK_DETAIL_DESCRIPTION
17564.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17564.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17565.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17565.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17565.0,B,Contents,B03,UNLEADED GASOLINE
17565.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17566.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17566.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17566.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
17566.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17566.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17567.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17567.0,B,Contents,B02,DIESEL
17567.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17567.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17567.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17568.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17568.0,B,Contents,B02,DIESEL
17568.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17568.0,C,Corrosion Protection,C16,NONE - TANK
17568.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17569.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17569.0,B,Contents,B02,DIESEL
17569.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17569.0,C,Corrosion Protection,C16,NONE - TANK
17569.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17570.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17570.0,B,Contents,B12,EMPTY
17570.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17570.0,C,Corrosion Protection,C16,NONE - TANK
17570.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17571.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17571.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17571.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17571.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17571.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17572.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17572.0,B,Contents,B03,UNLEADED GASOLINE
17572.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17572.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
17572.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17572.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17572.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17572.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17572.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
17572.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17573.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17573.0,B,Contents,B03,UNLEADED GASOLINE
17573.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17573.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17573.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17573.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17573.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17573.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
17573.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17574.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17574.0,B,Contents,B03,UNLEADED GASOLINE
17574.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17574.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
17574.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17574.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17574.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17574.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17574.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
17574.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17575.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17575.0,A,Construction Material,A30,ACT100 STEEL FIBERGLASS CLAD
17575.0,B,Contents,B03,UNLEADED GASOLINE
17575.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17575.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17575.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17575.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17575.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17575.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17575.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
17576.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17576.0,A,Construction Material,A30,ACT100 STEEL FIBERGLASS CLAD
17576.0,B,Contents,B84,UNLEADED PLUS
17576.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17576.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17576.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17576.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17576.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17576.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17576.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
17577.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17577.0,A,Construction Material,A30,ACT100 STEEL FIBERGLASS CLAD
17577.0,B,Contents,B85,SUPER UNLEADED
17577.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17577.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17577.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17577.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17577.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17577.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17577.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
17578.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17578.0,B,Contents,B02,DIESEL
17578.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17578.0,C,Corrosion Protection,C16,NONE - TANK
17578.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17579.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17579.0,B,Contents,B02,DIESEL
17579.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17579.0,C,Corrosion Protection,C16,NONE - TANK
17579.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17580.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17580.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17580.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17580.0,C,Corrosion Protection,C16,NONE - TANK
17580.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17581.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17581.0,B,Contents,B03,UNLEADED GASOLINE
17581.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17581.0,C,Corrosion Protection,C16,NONE - TANK
17581.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17582.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17582.0,B,Contents,B03,UNLEADED GASOLINE
17582.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17582.0,C,Corrosion Protection,C16,NONE - TANK
17582.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17583.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17583.0,B,Contents,B03,UNLEADED GASOLINE
17583.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17583.0,C,Corrosion Protection,C16,NONE - TANK
17583.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17584.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17584.0,B,Contents,B03,UNLEADED GASOLINE
17584.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17584.0,C,Corrosion Protection,C16,NONE - TANK
17584.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17585.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17585.0,B,Contents,B02,DIESEL
17585.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17585.0,C,Corrosion Protection,C16,NONE - TANK
17585.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17586.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17586.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17586.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17586.0,C,Corrosion Protection,C16,NONE - TANK
17586.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17587.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17587.0,B,Contents,B03,UNLEADED GASOLINE
17587.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17587.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17588.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17588.0,B,Contents,B03,UNLEADED GASOLINE
17588.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17588.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17589.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17589.0,B,Contents,B03,UNLEADED GASOLINE
17589.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17589.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17590.0,A,Construction Material,A04,FIBERGLASS REINFORCED PLASTIC
17590.0,B,Contents,B03,UNLEADED GASOLINE
17590.0,C,Corrosion Protection,C19,N/A - Tank
17590.0,C,Corrosion Protection,C20,N/A - Piping
17590.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17590.0,F,Piping,F90,PRESSURIZED
17590.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17590.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17590.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17590.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
17590.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17590.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
17590.0,L,Loading Racks,L09,NOT APPLICABLE
17590.0,S,Secondary Containment,S07,TURBINE SUMP LINER
17590.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
17590.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
17591.0,A,Construction Material,A04,FIBERGLASS REINFORCED PLASTIC
17591.0,A,Construction Material,A29,COMPARTMENT
17591.0,B,Contents,B02,DIESEL
17591.0,B,Contents,B85,SUPER UNLEADED
17591.0,C,Corrosion Protection,C19,N/A - Tank
17591.0,C,Corrosion Protection,C20,N/A - Piping
17591.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17591.0,F,Piping,F90,PRESSURIZED
17591.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17591.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17591.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17591.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
17591.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17591.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
17591.0,L,Loading Racks,L09,NOT APPLICABLE
17591.0,S,Secondary Containment,S07,TURBINE SUMP LINER
17591.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
17591.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
17592.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17592.0,A,Construction Material,A26,STI P3
17592.0,B,Contents,B84,UNLEADED PLUS
17592.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
17592.0,C,Corrosion Protection,C20,N/A - Piping
17592.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17592.0,F,Piping,F90,PRESSURIZED
17592.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17592.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17592.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17592.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
17592.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17592.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
17592.0,L,Loading Racks,L09,NOT APPLICABLE
17592.0,S,Secondary Containment,S07,TURBINE SUMP LINER
17592.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
17592.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
17593.0,A,Construction Material,A04,FIBERGLASS REINFORCED PLASTIC
17593.0,B,Contents,B02,DIESEL
17593.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17593.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17593.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17593.0,H,Release Detect. Method (Tanks),H01,MANUAL TANK GAUGING
17593.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17594.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17594.0,A,Construction Material,A05,STEEL-FIBERGLASS
17594.0,B,Contents,B03,UNLEADED GASOLINE
17594.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17594.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17594.0,F,Piping,F90,PRESSURIZED
17594.0,F,Piping,F93,UNDERGROUND
17594.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17594.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17594.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17594.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
17594.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17594.0,L,Loading Racks,L09,NOT APPLICABLE
17594.0,S,Secondary Containment,S15,NONE
17594.0,U,Usage,U02,RETAIL
17595.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17595.0,A,Construction Material,A05,STEEL-FIBERGLASS
17595.0,B,Contents,B03,UNLEADED GASOLINE
17595.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17595.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17595.0,F,Piping,F90,PRESSURIZED
17595.0,F,Piping,F93,UNDERGROUND
17595.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17595.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17595.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17595.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
17595.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17595.0,L,Loading Racks,L09,NOT APPLICABLE
17595.0,S,Secondary Containment,S15,NONE
17595.0,U,Usage,U02,RETAIL
17596.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17596.0,A,Construction Material,A05,STEEL-FIBERGLASS
17596.0,B,Contents,B02,DIESEL
17596.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17596.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17596.0,F,Piping,F90,PRESSURIZED
17596.0,F,Piping,F93,UNDERGROUND
17596.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17596.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17596.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17596.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
17596.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17596.0,L,Loading Racks,L09,NOT APPLICABLE
17596.0,S,Secondary Containment,S15,NONE
17596.0,U,Usage,U02,RETAIL
17597.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17597.0,A,Construction Material,A05,STEEL-FIBERGLASS
17597.0,B,Contents,B02,DIESEL
17597.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17597.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17597.0,F,Piping,F90,PRESSURIZED
17597.0,F,Piping,F93,UNDERGROUND
17597.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17597.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17597.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17597.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
17597.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17597.0,L,Loading Racks,L09,NOT APPLICABLE
17597.0,S,Secondary Containment,S15,NONE
17597.0,U,Usage,U02,RETAIL
17598.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17598.0,A,Construction Material,A05,STEEL-FIBERGLASS
17598.0,B,Contents,B85,SUPER UNLEADED
17598.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17598.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17598.0,F,Piping,F90,PRESSURIZED
17598.0,F,Piping,F93,UNDERGROUND
17598.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17598.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17598.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17598.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
17598.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17598.0,L,Loading Racks,L09,NOT APPLICABLE
17598.0,S,Secondary Containment,S15,NONE
17598.0,U,Usage,U02,RETAIL
17599.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17599.0,A,Construction Material,A05,STEEL-FIBERGLASS
17599.0,B,Contents,B14,KEROSENE
17599.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17599.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17599.0,F,Piping,F89,SUCTION
17599.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17599.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17599.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
17599.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17600.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17600.0,A,Construction Material,A05,STEEL-FIBERGLASS
17600.0,B,Contents,B06,USED OIL
17600.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17601.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17601.0,A,Construction Material,A05,STEEL-FIBERGLASS
17601.0,B,Contents,B85,SUPER UNLEADED
17601.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17601.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17601.0,F,Piping,F90,PRESSURIZED
17601.0,F,Piping,F93,UNDERGROUND
17601.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17601.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17601.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17601.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
17601.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17601.0,L,Loading Racks,L09,NOT APPLICABLE
17601.0,S,Secondary Containment,S15,NONE
17601.0,U,Usage,U02,RETAIL
17602.0,A,Construction Material,A30,ACT100 STEEL FIBERGLASS CLAD
17602.0,B,Contents,B03,UNLEADED GASOLINE
17602.0,C,Corrosion Protection,C19,N/A - Tank
17602.0,C,Corrosion Protection,C20,N/A - Piping
17602.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17602.0,F,Piping,F09,DOUBLE WALLED PIPING
17602.0,F,Piping,F10,FLEXIBLE PIPING
17602.0,F,Piping,F90,PRESSURIZED
17602.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17602.0,G,Release Detection (Piping),G16,ABOVE GROUND - VISUAL INSPECTION
17602.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17602.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
17602.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17602.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
17602.0,L,Loading Racks,L01,LOADING RACK
17602.0,S,Secondary Containment,S02,DOUBLE WALLED PIPING
17602.0,S,Secondary Containment,S06,UNDER DISPENSER CONTAINMENT
17602.0,S,Secondary Containment,S07,TURBINE SUMP LINER
17602.0,S,Secondary Containment,S08,TRANSITION SUMP LINER
17603.0,A,Construction Material,A30,ACT100 STEEL FIBERGLASS CLAD
17603.0,B,Contents,B85,SUPER UNLEADED
17603.0,C,Corrosion Protection,C19,N/A - Tank
17603.0,C,Corrosion Protection,C20,N/A - Piping
17603.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17603.0,F,Piping,F90,PRESSURIZED
17603.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17603.0,G,Release Detection (Piping),G16,ABOVE GROUND - VISUAL INSPECTION
17603.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17603.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
17603.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17603.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
17603.0,L,Loading Racks,L01,LOADING RACK
17603.0,S,Secondary Containment,S06,UNDER DISPENSER CONTAINMENT
17603.0,S,Secondary Containment,S07,TURBINE SUMP LINER
17604.0,A,Construction Material,A06,DOUBLE WALLED
17604.0,A,Construction Material,A26,STI P3
17604.0,A,Construction Material,A29,COMPARTMENT
17604.0,B,Contents,B02,DIESEL
17604.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17604.0,F,Piping,F09,DOUBLE WALLED PIPING
17604.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17604.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17605.0,A,Construction Material,A06,DOUBLE WALLED
17605.0,A,Construction Material,A26,STI P3
17605.0,B,Contents,B85,SUPER UNLEADED
17605.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17605.0,F,Piping,F09,DOUBLE WALLED PIPING
17605.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17605.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17606.0,A,Construction Material,A06,DOUBLE WALLED
17606.0,A,Construction Material,A26,STI P3
17606.0,B,Contents,B03,UNLEADED GASOLINE
17606.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17606.0,F,Piping,F09,DOUBLE WALLED PIPING
17606.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17606.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17607.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17607.0,B,Contents,B03,UNLEADED GASOLINE
17607.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17607.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17607.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17608.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17608.0,B,Contents,B03,UNLEADED GASOLINE
17608.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17608.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17608.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17609.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17609.0,B,Contents,B03,UNLEADED GASOLINE
17609.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17609.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17609.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17610.0,A,Construction Material,A26,STI P3
17610.0,B,Contents,B84,UNLEADED PLUS
17610.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
17610.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17610.0,F,Piping,F90,PRESSURIZED
17610.0,F,Piping,F93,UNDERGROUND
17610.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17610.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
17610.0,I,Spill/Overfill Protection,I01,PRODUCT LEVEL SENSOR/ALARM
17610.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17610.0,L,Loading Racks,L09,NOT APPLICABLE
17610.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
17610.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
17610.0,U,Usage,U02,RETAIL
17611.0,A,Construction Material,A26,STI P3
17611.0,B,Contents,B85,SUPER UNLEADED
17611.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
17611.0,C,Corrosion Protection,C20,N/A - Piping
17611.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17611.0,F,Piping,F90,PRESSURIZED
17611.0,F,Piping,F93,UNDERGROUND
17611.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17611.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
17611.0,I,Spill/Overfill Protection,I01,PRODUCT LEVEL SENSOR/ALARM
17611.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17611.0,L,Loading Racks,L09,NOT APPLICABLE
17611.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
17611.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
17611.0,U,Usage,U02,RETAIL
17612.0,A,Construction Material,A26,STI P3
17612.0,B,Contents,B03,UNLEADED GASOLINE
17612.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
17612.0,C,Corrosion Protection,C20,N/A - Piping
17612.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17612.0,F,Piping,F90,PRESSURIZED
17612.0,F,Piping,F93,UNDERGROUND
17612.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17612.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
17612.0,I,Spill/Overfill Protection,I01,PRODUCT LEVEL SENSOR/ALARM
17612.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17612.0,L,Loading Racks,L09,NOT APPLICABLE
17612.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
17612.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
17612.0,U,Usage,U02,RETAIL
17613.0,A,Construction Material,A26,STI P3
17613.0,B,Contents,B02,DIESEL
