TANK_ID,TANK_INFO_CODE,TANK_INFO_DESCRIPTION,TANK_DETAIL_CODE,TANK_DETAIL_DESCRIPTION
17613.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
17613.0,C,Corrosion Protection,C20,N/A - Piping
17613.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17613.0,F,Piping,F90,PRESSURIZED
17613.0,F,Piping,F93,UNDERGROUND
17613.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17613.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
17613.0,I,Spill/Overfill Protection,I01,PRODUCT LEVEL SENSOR/ALARM
17613.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17613.0,L,Loading Racks,L09,NOT APPLICABLE
17613.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
17613.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
17613.0,U,Usage,U02,RETAIL
17614.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17614.0,B,Contents,B11,UNKNOWN
17614.0,F,Piping,F06,UNKNOWN
17615.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17615.0,B,Contents,B04,LEADED GASOLINE
17615.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17615.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17615.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17616.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17616.0,B,Contents,B03,UNLEADED GASOLINE
17616.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17616.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17616.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17617.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17617.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17617.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17617.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17618.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17618.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17618.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17618.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17619.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17619.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17619.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17619.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17620.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17620.0,B,Contents,B16,PETROLEUM (UNKNOWN TYPE)
17620.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17620.0,F,Piping,F06,UNKNOWN
17621.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17621.0,B,Contents,B02,DIESEL
17621.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17621.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
17621.0,F,Piping,F08,COPPER
17622.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17622.0,B,Contents,B02,DIESEL
17622.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17622.0,C,Corrosion Protection,C16,NONE - TANK
17622.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17623.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17623.0,B,Contents,B02,DIESEL
17623.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17623.0,C,Corrosion Protection,C16,NONE - TANK
17623.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17624.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17624.0,B,Contents,B03,UNLEADED GASOLINE
17624.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17624.0,C,Corrosion Protection,C16,NONE - TANK
17624.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17625.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17625.0,B,Contents,B03,UNLEADED GASOLINE
17625.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17625.0,C,Corrosion Protection,C16,NONE - TANK
17625.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17626.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17626.0,B,Contents,B03,UNLEADED GASOLINE
17626.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17626.0,C,Corrosion Protection,C16,NONE - TANK
17626.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17627.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17627.0,B,Contents,B02,DIESEL
17627.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17627.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17627.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17628.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17628.0,B,Contents,B12,EMPTY
17628.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17628.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17628.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17629.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17629.0,B,Contents,B12,EMPTY
17629.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17629.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17629.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17630.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17630.0,B,Contents,B12,EMPTY
17630.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17630.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17631.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17631.0,B,Contents,B12,EMPTY
17631.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17631.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17632.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17632.0,B,Contents,B12,EMPTY
17632.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17632.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17633.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17633.0,B,Contents,B12,EMPTY
17633.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17633.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17634.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17634.0,B,Contents,B12,EMPTY
17634.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17634.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17635.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17635.0,B,Contents,B02,DIESEL
17635.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17635.0,C,Corrosion Protection,C16,NONE - TANK
17635.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17636.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17636.0,B,Contents,B03,UNLEADED GASOLINE
17636.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17636.0,C,Corrosion Protection,C16,NONE - TANK
17636.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17637.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17637.0,B,Contents,B03,UNLEADED GASOLINE
17637.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17637.0,C,Corrosion Protection,C16,NONE - TANK
17637.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17638.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17638.0,B,Contents,B02,DIESEL
17638.0,B,Contents,B12,EMPTY
17638.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17638.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
17638.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17638.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17639.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17639.0,B,Contents,B12,EMPTY
17639.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17639.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17639.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17640.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17640.0,B,Contents,B12,EMPTY
17640.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17640.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17640.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17641.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17641.0,B,Contents,B12,EMPTY
17641.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17641.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17641.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17642.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17642.0,B,Contents,B03,UNLEADED GASOLINE
17642.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17642.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17642.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17642.0,H,Release Detect. Method (Tanks),H02,TANK TIGHTNESS TEST W INV CONT
17643.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17643.0,B,Contents,B03,UNLEADED GASOLINE
17643.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17643.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17643.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17643.0,H,Release Detect. Method (Tanks),H02,TANK TIGHTNESS TEST W INV CONT
17644.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17644.0,B,Contents,B02,DIESEL
17644.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17644.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17644.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17644.0,H,Release Detect. Method (Tanks),H02,TANK TIGHTNESS TEST W INV CONT
17645.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17645.0,B,Contents,B02,DIESEL
17645.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17645.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17645.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17646.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17646.0,B,Contents,B02,DIESEL
17646.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17646.0,C,Corrosion Protection,C16,NONE - TANK
17646.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17647.0,A,Construction Material,A26,STI P3
17647.0,B,Contents,B03,UNLEADED GASOLINE
17647.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
17647.0,C,Corrosion Protection,C20,N/A - Piping
17647.0,F,Piping,F09,DOUBLE WALLED PIPING
17647.0,F,Piping,F10,FLEXIBLE PIPING
17647.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17647.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17647.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17647.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17647.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
17647.0,L,Loading Racks,L09,NOT APPLICABLE
17647.0,S,Secondary Containment,S06,UNDER DISPENSER CONTAINMENT
17647.0,S,Secondary Containment,S07,TURBINE SUMP LINER
17647.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
17647.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
17648.0,A,Construction Material,A26,STI P3
17648.0,B,Contents,B85,SUPER UNLEADED
17648.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
17648.0,C,Corrosion Protection,C20,N/A - Piping
17648.0,F,Piping,F09,DOUBLE WALLED PIPING
17648.0,F,Piping,F10,FLEXIBLE PIPING
17648.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17648.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17648.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17648.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17648.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
17648.0,L,Loading Racks,L09,NOT APPLICABLE
17648.0,S,Secondary Containment,S06,UNDER DISPENSER CONTAINMENT
17648.0,S,Secondary Containment,S07,TURBINE SUMP LINER
17648.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
17648.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
17649.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17649.0,B,Contents,B03,UNLEADED GASOLINE
17649.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17649.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
17649.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17649.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17649.0,F,Piping,F90,PRESSURIZED
17649.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17649.0,G,Release Detection (Piping),G10,SIR - STATISTICAL INV RECON
17649.0,H,Release Detect. Method (Tanks),H09,SIR - STAT INVENTORY RECONCIL
17649.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
17649.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17650.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17650.0,B,Contents,B03,UNLEADED GASOLINE
17650.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17650.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
17650.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17650.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17650.0,F,Piping,F90,PRESSURIZED
17650.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17650.0,G,Release Detection (Piping),G10,SIR - STATISTICAL INV RECON
17650.0,H,Release Detect. Method (Tanks),H09,SIR - STAT INVENTORY RECONCIL
17650.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
17650.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17651.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17651.0,B,Contents,B12,EMPTY
17651.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17651.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17651.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17652.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17652.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17652.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17652.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17653.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17653.0,B,Contents,B12,EMPTY
17653.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17653.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17653.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17654.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17654.0,B,Contents,B12,EMPTY
17654.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17654.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17654.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17655.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17655.0,B,Contents,B12,EMPTY
17655.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17655.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17655.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17656.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17656.0,B,Contents,B03,UNLEADED GASOLINE
17656.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17656.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17656.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17657.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17657.0,B,Contents,B03,UNLEADED GASOLINE
17657.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17657.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17657.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17658.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17658.0,B,Contents,B85,SUPER UNLEADED
17658.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17658.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17658.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17659.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17659.0,B,Contents,B06,USED OIL
17659.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17659.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17659.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17660.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17660.0,B,Contents,B04,LEADED GASOLINE
17660.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
17660.0,C,Corrosion Protection,C20,N/A - Piping
17660.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17660.0,F,Piping,F90,PRESSURIZED
17660.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17660.0,G,Release Detection (Piping),G10,SIR - STATISTICAL INV RECON
17660.0,H,Release Detect. Method (Tanks),H09,SIR - STAT INVENTORY RECONCIL
17660.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17660.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
17660.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
17660.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
17661.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17661.0,B,Contents,B03,UNLEADED GASOLINE
17661.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
17661.0,C,Corrosion Protection,C20,N/A - Piping
17661.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17661.0,F,Piping,F90,PRESSURIZED
17661.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17661.0,G,Release Detection (Piping),G10,SIR - STATISTICAL INV RECON
17661.0,H,Release Detect. Method (Tanks),H09,SIR - STAT INVENTORY RECONCIL
17661.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17661.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
17661.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
17661.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
17662.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17662.0,B,Contents,B02,DIESEL
17662.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
17662.0,C,Corrosion Protection,C20,N/A - Piping
17662.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17662.0,F,Piping,F90,PRESSURIZED
17662.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17662.0,G,Release Detection (Piping),G10,SIR - STATISTICAL INV RECON
17662.0,H,Release Detect. Method (Tanks),H09,SIR - STAT INVENTORY RECONCIL
17662.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
17662.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
17662.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
17662.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
17663.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17663.0,B,Contents,B12,EMPTY
17663.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17663.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17663.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17664.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17664.0,B,Contents,B12,EMPTY
17664.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17664.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17664.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17665.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17665.0,B,Contents,B04,LEADED GASOLINE
17665.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17665.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17665.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17666.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17666.0,B,Contents,B03,UNLEADED GASOLINE
17666.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17666.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17666.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17667.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17667.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17667.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17667.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17667.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17668.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17668.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17668.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17668.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17668.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17669.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17669.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17669.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17669.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17669.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17670.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17670.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17670.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17670.0,F,Piping,F06,UNKNOWN
17671.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17671.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17671.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17671.0,F,Piping,F06,UNKNOWN
17672.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17672.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17672.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17672.0,F,Piping,F06,UNKNOWN
17673.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17673.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17673.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17673.0,F,Piping,F06,UNKNOWN
17674.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17674.0,B,Contents,B12,EMPTY
17674.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17674.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17674.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17675.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17675.0,B,Contents,B12,EMPTY
17675.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17675.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17675.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17676.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17676.0,B,Contents,B12,EMPTY
17676.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17676.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17676.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17677.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17677.0,B,Contents,B03,UNLEADED GASOLINE
17677.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17677.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17677.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17677.0,F,Piping,F90,PRESSURIZED
17677.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17677.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17677.0,H,Release Detect. Method (Tanks),H02,TANK TIGHTNESS TEST W INV CONT
17678.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17678.0,B,Contents,B85,SUPER UNLEADED
17678.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17678.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17678.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17678.0,F,Piping,F90,PRESSURIZED
17678.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17678.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17678.0,H,Release Detect. Method (Tanks),H02,TANK TIGHTNESS TEST W INV CONT
17679.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17679.0,B,Contents,B02,DIESEL
17679.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17679.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
17679.0,F,Piping,F01,BARE OR GALVANIZED STEEL
17679.0,F,Piping,F90,PRESSURIZED
17679.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
17679.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
17679.0,H,Release Detect. Method (Tanks),H02,TANK TIGHTNESS TEST W INV CONT
17680.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17680.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17680.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17680.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17680.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17681.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17681.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17681.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17681.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17681.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17682.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17682.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17682.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17682.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17682.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17683.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17683.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
17683.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
17683.0,C,Corrosion Protection,C03,UNKNOWN - TANK
17683.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
17684.0,A,Construction Material,A04,FIBERGLASS REINFORCED PLASTIC
17684.0,B,Contents,B03,UNLEADED GASOLINE
17684.0,F,Piping,F10,FLEXIBLE PIPING
17684.0,F,Piping,F90,PRESSURIZED
17684.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
17684.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
17684.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
