TANK_ID,OWNER_ID,OWNER_NAME,FACILITY_ID,FACILITY_NAME,TRIBAL_SITE,OPERATOR_ID,OPERATOR_NAME,TANK_TYPE,TANK_STATUS,FACILITY_LATITUDE,FACILITY_LONGITUDE,FACILITY_ADDRESS_1,FACILITY_ADDRESS_2,FACILITY_CITY,FACILITY_ZIP_CODE,FACILITY_STATE,FACILITY_COUNTY,TANK_INSTALLATION_DATE,TANK_CLOSURE_DATE
21111,16623,CARR ANDREW A,26603,ANDYS BAR,,,,U,REMOVED,33.128252,-107.259056,704 BROADWAY,,TRUTH OR CONSEQUENCES,87901    ,NM,SIERRA,01-JAN-00,16-JUN-93
21112,16623,CARR ANDREW A,26603,ANDYS BAR,,,,U,REMOVED,33.128252,-107.259056,704 BROADWAY,,TRUTH OR CONSEQUENCES,87901    ,NM,SIERRA,01-JAN-00,16-JUN-93
21113,16910,WELLS ROBERT ,26604,ANDYS SAFETY,,,,U,REMOVED,36.855979,-106.576657,2351 FRONTAGE RD,,CHAMA,87520    ,NM,RIO ARRIBA,01-JAN-00,05-AUG-91
21114,16910,WELLS ROBERT ,26604,ANDYS SAFETY,,,,U,REMOVED,36.855979,-106.576657,2351 FRONTAGE RD,,CHAMA,87520    ,NM,RIO ARRIBA,01-JAN-00,05-AUG-91
21115,16910,WELLS ROBERT ,26604,ANDYS SAFETY,,,,U,REMOVED,36.855979,-106.576657,2351 FRONTAGE RD,,CHAMA,87520    ,NM,RIO ARRIBA,01-JAN-00,05-AUG-91
21116,15780,AMARILLO MOUNTAIN CORP,26605,ANGEL FIRE MINI MART,,,,U,REMOVED,36.395339,-105.286125,3394 MOUNTAIN VIEW BLVD,,ANGEL FIRE,87710    ,NM,COLFAX,02-JUN-75,18-NOV-98
21117,15780,AMARILLO MOUNTAIN CORP,26605,ANGEL FIRE MINI MART,,,,U,REMOVED,36.395339,-105.286125,3394 MOUNTAIN VIEW BLVD,,ANGEL FIRE,87710    ,NM,COLFAX,02-JUN-75,18-NOV-98
21118,15780,AMARILLO MOUNTAIN CORP,26605,ANGEL FIRE MINI MART,,,,U,REMOVED,36.395339,-105.286125,3394 MOUNTAIN VIEW BLVD,,ANGEL FIRE,87710    ,NM,COLFAX,02-JUN-75,18-NOV-98
21119,15780,AMARILLO MOUNTAIN CORP,26605,ANGEL FIRE MINI MART,,O3169,AMARILLO MOUNTAIN CORP,U,CURRENTLY IN USE,36.395339,-105.286125,3394 MOUNTAIN VIEW BLVD,,ANGEL FIRE,87710    ,NM,COLFAX,07-DEC-98,
21120,15780,AMARILLO MOUNTAIN CORP,26605,ANGEL FIRE MINI MART,,O3169,AMARILLO MOUNTAIN CORP,U,CURRENTLY IN USE,36.395339,-105.286125,3394 MOUNTAIN VIEW BLVD,,ANGEL FIRE,87710    ,NM,COLFAX,07-DEC-98,
21121,15839,ANGEL FIRE RESORT OPERATIONS LLC,26606,BACK BASIN,,,,U,REMOVED,36.387516,-105.22867,31 SKI LIFT DRIVE,,ANGEL FIRE,87710    ,NM,COLFAX,27-JUL-82,31-JUL-96
21122,15839,ANGEL FIRE RESORT OPERATIONS LLC,26606,BACK BASIN,,,,U,REMOVED,36.387516,-105.22867,31 SKI LIFT DRIVE,,ANGEL FIRE,87710    ,NM,COLFAX,27-JUL-82,31-JUL-96
21123,11506,EL PASO NATURAL GAS,26607,ANGEL PEAK FIELD PLANT,,,,U,REMOVED,36.8082,-107.91487,16 MILES SE OF BLOOMFIELD,,BLOOMFIELD,87413    ,NM,SAN JUAN,22-MAY-69,13-SEP-88
21124,15251,FEDERAL AVIATION ADMINISTRATION A (FAA),26608,ANIMAS NM RCAG,,,,U,REMOVED,31.940556,-108.811111,7 MILES E OF ANIMAS N,,ANIMAS,88020    ,NM,HIDALGO,11-APR-59,19-MAY-93
21125,15129,INDIAN CAPITOL DISTRIBUTING CO INC,26609,ANASAZI TRADERS,,,,U,REMOVED,35.529473,-108.737978,400 E 66 AVE,,GALLUP,87301    ,NM,MCKINLEY,30-OCT-82,01-JAN-90
21126,14976,QWEST CORPORATION DBA CENTURYLINK QC,26610,ANTHONY EQUIPMENT BUILDING,,,,U,REMOVED,32.002,-106.60505,FIRST AND LINCOLN,,ANTHONY,88021    ,NM,DONA ANA,20-MAR-84,01-OCT-89
21127,15247,FEDERAL AVIATION ADMINISTRATION (FAA),26611,ANTON CHICO NM VORTAC,,,,U,REMOVED,35.111876,-105.71535,6 MILES N OF I 40 ON US,,LAS VEGAS,87701    ,NM,SAN MIGUEL,10-APR-67,28-SEP-98
21128,16011,NEW MEXICO (STATE OF) LAND OFFICE,26612,ANTONS AUTO HOUSE INC,,,,U,REMOVED,35.071944,-106.532306,10401 CENTRAL NE,,ALBUQUERQUE,87123    ,NM,BERNALILLO,01-JAN-00,01-JUL-89
21129,14417,ANTONS MARINE,26613,ANTONS MARINE,,,,U,REMOVED,33.185539,-107.223777,100 ANRON DR,PO BOX AA,ELEPHANT BUTTE,87935    ,NM,SIERRA,06-MAR-71,30-JUN-93
21132,14417,ANTONS MARINE,26613,ANTONS MARINE,,,,U,REMOVED,33.185539,-107.223777,100 ANRON DR,PO BOX AA,ELEPHANT BUTTE,87935    ,NM,SIERRA,09-MAR-76,23-JUN-93
21133,15918,APACA INC MOVING AND STORAGE,26614,APACA INC MOVING AND STORAGE,,,,U,REMOVED,35.068736,-106.550486,423 WYOMING SE,,ALBUQUERQUE,87123    ,NM,BERNALILLO,21-NOV-71,18-DEC-88
21134,17273,MCNARY GRAHAM ,26615,APACHE LUMBER MCNARY WAREHOUSE,,,,U,REMOVED,35.123761,-106.638109,100 MESCALERO NW,,ALBUQUERQUE,87107    ,NM,BERNALILLO,02-MAR-57,27-MAR-97
21135,17273,MCNARY GRAHAM ,26615,APACHE LUMBER MCNARY WAREHOUSE,,,,U,REMOVED,35.123761,-106.638109,100 MESCALERO NW,,ALBUQUERQUE,87107    ,NM,BERNALILLO,02-MAR-57,27-MAR-97
21136,15870,G AND W CORP,26616,APACHE SALES,,,,U,REMOVED,32.701211,-103.1451,800 W BROADWAY,,HOBBS,88240    ,NM,LEA,01-JAN-00,10-MAY-91
21137,15870,G AND W CORP,26616,APACHE SALES,,,,U,REMOVED,32.701211,-103.1451,800 W BROADWAY,,HOBBS,88240    ,NM,LEA,01-JAN-00,10-MAY-91
21138,15870,G AND W CORP,26616,APACHE SALES,,,,U,REMOVED,32.701211,-103.1451,800 W BROADWAY,,HOBBS,88240    ,NM,LEA,01-JAN-00,10-MAY-91
21139,15247,FEDERAL AVIATION ADMINISTRATION (FAA),26617,APACHE SPRINGS NM RMLR,,,,U,REMOVED,35.56978,-105.66271,9 MILES S OF I 25,ON US 84 ONE FOURTH MILE ENE,LAS VEGAS,87701    ,NM,SAN MIGUEL,27-JUN-53,12-AUG-98
21140,14976,QWEST CORPORATION DBA CENTURYLINK QC,26618,APACHE SPRINGS RAD REP,,,,U,REMOVED,,,SAN MIGUEL CO RPTR SITE 567,,LAS VEGAS,87701    ,NM,SAN MIGUEL,15-MAR-61,05-NOV-93
21141,14390,APACHE VAN AND STORAGE INC,26619,APACHE VAN AND STORAGE INC,,,,U,REMOVED,32.867131,-105.978709,829 HWY SEVENTY W,,ALAMOGORDO,88310    ,NM,OTERO,14-JUN-66,14-MAR-91
21142,14391,APODACA EARTHMOVING INC,26620,APODACA EARTHMOVING INC,,,,U,REMOVED,35.133005,-106.629712,5228 EDITH BLVD NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,11-MAY-85,11-MAY-94
21143,14745,APODACAS SERVICE INC,26621,APODACAS SERVICE INC,,,,U,REMOVED,34.87524,-106.6899,3513 HWY 47,,LOS LUNAS,87031    ,NM,VALENCIA,01-JUN-87,18-JUN-98
21144,14745,APODACAS SERVICE INC,26621,APODACAS SERVICE INC,,,,U,REMOVED,34.87524,-106.6899,3513 HWY 47,,LOS LUNAS,87031    ,NM,VALENCIA,01-JUN-87,18-JUN-98
21145,14745,APODACAS SERVICE INC,26621,APODACAS SERVICE INC,,,,U,REMOVED,34.87524,-106.6899,3513 HWY 47,,LOS LUNAS,87031    ,NM,VALENCIA,01-JUN-87,18-JUN-98
21146,14745,APODACAS SERVICE INC,26621,APODACAS SERVICE INC,,,,U,REMOVED,34.87524,-106.6899,3513 HWY 47,,LOS LUNAS,87031    ,NM,VALENCIA,01-JUN-87,18-JUN-98
21147,14745,APODACAS SERVICE INC,26621,APODACAS SERVICE INC,,,,U,REMOVED,34.87524,-106.6899,3513 HWY 47,,LOS LUNAS,87031    ,NM,VALENCIA,10-JUN-72,01-FEB-87
21148,14745,APODACAS SERVICE INC,26621,APODACAS SERVICE INC,,,,U,REMOVED,34.87524,-106.6899,3513 HWY 47,,LOS LUNAS,87031    ,NM,VALENCIA,10-JUN-72,01-FEB-87
21149,14745,APODACAS SERVICE INC,26621,APODACAS SERVICE INC,,,,U,REMOVED,34.87524,-106.6899,3513 HWY 47,,LOS LUNAS,87031    ,NM,VALENCIA,15-JUN-78,01-FEB-87
21150,15785,PADILLA JR RAY F,26622,APOLLO,,,,U,REMOVED,36.74241,-108.35765,4200 HWY 64,,FARMINGTON,87401    ,NM,SAN JUAN,23-MAR-83,27-MAR-91
21151,15785,PADILLA JR RAY F,26622,APOLLO,,,,U,REMOVED,36.74241,-108.35765,4200 HWY 64,,FARMINGTON,87401    ,NM,SAN JUAN,23-MAR-83,27-MAR-91
21152,16794,APPLIANCE SERVICE CO,26624,APPLIANCE SERVICE CO,,,,U,REMOVED,35.115333,-106.609437,3210 MATHEW NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,01-JAN-00,23-SEP-92
21153,17388,MAESTAS EVANGELINA ,26625,AQUA NEGRA GROCERIES,,,,U,REMOVED,36.04029,-105.3845,PO BOX 37,,HOLMAN,87725    ,NM,MORA,01-JAN-00,11-SEP-98
21154,17388,MAESTAS EVANGELINA ,26625,AQUA NEGRA GROCERIES,,,,U,REMOVED,36.04029,-105.3845,PO BOX 37,,HOLMAN,87725    ,NM,MORA,01-JAN-00,11-SEP-98
21155,14374,ARA MEDIA SERVICES,26626,ARA MEDIA SERVICES,,,,U,REMOVED,35.157103,-106.59844,6815 WASHINGTON NE,,ALBUQUERQUE,87103    ,NM,BERNALILLO,15-APR-76,17-SEP-91
21156,17039,ARAGON JOE M,26627,ARAGON STATION,,,,U,REMOVED,35.938056,-104.192778,HWY 39,MAIN ST,ROY,87743    ,NM,HARDING,11-MAY-80,
21157,17039,ARAGON JOE M,26627,ARAGON STATION,,,,U,REMOVED,35.938056,-104.192778,HWY 39,MAIN ST,ROY,87743    ,NM,HARDING,11-MAY-80,
21158,14747,ARAGONS LAWN AND WOOD CENTER INC,26628,LUSH MEADOW,,,,U,REMOVED,35.101387,-106.541495,9402 INDIAN SCHOOL RD NE,,ALBUQUERQUE,87112    ,NM,BERNALILLO,08-APR-85,07-APR-92
21159,14747,ARAGONS LAWN AND WOOD CENTER INC,26628,LUSH MEADOW,,,,U,REMOVED,35.101387,-106.541495,9402 INDIAN SCHOOL RD NE,,ALBUQUERQUE,87112    ,NM,BERNALILLO,08-APR-85,07-APR-92
21160,14747,ARAGONS LAWN AND WOOD CENTER INC,26628,LUSH MEADOW,,,,U,REMOVED,35.101387,-106.541495,9402 INDIAN SCHOOL RD NE,,ALBUQUERQUE,87112    ,NM,BERNALILLO,08-APR-85,07-APR-92
21161,14392,ARAPAHOE DRILLING CO INC,26629,ARAPAHOE DRILLING CO INC FIELD OFFICE YARD,,,,U,REMOVED,36.72639,-108.16222,3300 SSIDE RIVER RD,,FARMINGTON,87401    ,NM,SAN JUAN,02-MAR-74,06-JUN-89
21162,14392,ARAPAHOE DRILLING CO INC,26629,ARAPAHOE DRILLING CO INC FIELD OFFICE YARD,,,,U,REMOVED,36.72639,-108.16222,3300 SSIDE RIVER RD,,FARMINGTON,87401    ,NM,SAN JUAN,02-MAR-74,06-JUN-89
21163,14783,ARCH HURLEY CONSERVANCY DISTRICT,26630,ARCH HURLEY CONSERVANCY DISTRICT,,,,U,REMOVED,35.18312,-103.733758,703 W CAMPBELL ST,,TUCUMCARI,88401    ,NM,QUAY,13-APR-56,09-JAN-91
21164,14783,ARCH HURLEY CONSERVANCY DISTRICT,26630,ARCH HURLEY CONSERVANCY DISTRICT,,,,U,REMOVED,35.18312,-103.733758,703 W CAMPBELL ST,,TUCUMCARI,88401    ,NM,QUAY,13-APR-56,01-MAR-90
21165,14783,ARCH HURLEY CONSERVANCY DISTRICT,26630,ARCH HURLEY CONSERVANCY DISTRICT,,,,U,REMOVED,35.18312,-103.733758,703 W CAMPBELL ST,,TUCUMCARI,88401    ,NM,QUAY,13-APR-56,01-MAR-90
21166,14784,ARCHDIOCESE OF SANTA FE CATHOLIC CENTER,26631,ARCHDIOCESE OF SANTA FE CATHOLIC CENTER,,,,U,REMOVED,35.188987,-106.634705,600 SAINT JOSEPH PLACE NW,,ALBUQUERQUE,87140    ,NM,BERNALILLO,03-FEB-71,01-OCT-90
21167,14784,ARCHDIOCESE OF SANTA FE CATHOLIC CENTER,26631,ARCHDIOCESE OF SANTA FE CATHOLIC CENTER,,,,U,REMOVED,35.188987,-106.634705,600 SAINT JOSEPH PLACE NW,,ALBUQUERQUE,87140    ,NM,BERNALILLO,18-JAN-50,01-OCT-90
21168,14784,ARCHDIOCESE OF SANTA FE CATHOLIC CENTER,26631,ARCHDIOCESE OF SANTA FE CATHOLIC CENTER,,,,U,REMOVED,35.188987,-106.634705,600 SAINT JOSEPH PLACE NW,,ALBUQUERQUE,87140    ,NM,BERNALILLO,15-JAN-46,01-OCT-90
21169,14026,ARCHDIOCESE OF SANTA FE,26632,ARCHDIOCESE OF SANTA FE ROSARIO CEMETARY,,,,U,REMOVED,35.695417,-105.949606,GUADALUPE AT PERALTA,,SANTA FE,87501    ,NM,SANTA FE,06-OCT-79,13-OCT-89
21170,17320,VANDER DUSSEN SYBRAND ,26633,ARCHIE BAKER FARM,,,,U,REMOVED,34.519261,-103.200488,STAR RTE,,CLOVIS,88101    ,NM,CURRY,29-APR-76,15-DEC-99
21171,14059,BP AMERICA PRODUCTION COMPANY - PERMIAN PERFORMANC,26634,ARCO ARTESIA,,,,U,REMOVED,32.79663,-104.16919,10 MILES SSE,,ARTESIA,88210    ,NM,EDDY,01-JAN-00,05-OCT-94
21172,14059,BP AMERICA PRODUCTION COMPANY - PERMIAN PERFORMANC,26634,ARCO ARTESIA,,,,U,REMOVED,32.79663,-104.16919,10 MILES SSE,,ARTESIA,88210    ,NM,EDDY,01-JAN-00,05-OCT-94
21173,14415,ARCO COAL COMPANY (ARCO),26635,ARCO COAL CO,,,,U,REMOVED,,,PO BOX 638,BLUEWATER MILL SITE,GRANTS,87020    ,NM,CIBOLA,09-AUG-70,30-JUL-90
21174,14415,ARCO COAL COMPANY (ARCO),26635,ARCO COAL CO,,,,U,REMOVED,,,PO BOX 638,BLUEWATER MILL SITE,GRANTS,87020    ,NM,CIBOLA,19-AUG-84,29-MAR-90
21175,14415,ARCO COAL COMPANY (ARCO),26635,ARCO COAL CO,,,,U,REMOVED,,,PO BOX 638,BLUEWATER MILL SITE,GRANTS,87020    ,NM,CIBOLA,19-AUG-84,29-MAR-90
21176,14415,ARCO COAL COMPANY (ARCO),26635,ARCO COAL CO,,,,U,REMOVED,,,PO BOX 638,BLUEWATER MILL SITE,GRANTS,87020    ,NM,CIBOLA,19-AUG-84,29-MAR-90
21177,14059,BP AMERICA PRODUCTION COMPANY - PERMIAN PERFORMANC,26636,ARCO HORSESHOE GALLUP FIELD,,,,U,REMOVED,36.80711,-107.9142,25 MILES W OF FARMINGTON,,FARMINGTON,87401    ,NM,SAN JUAN,13-AUG-64,
21178,14059,BP AMERICA PRODUCTION COMPANY - PERMIAN PERFORMANC,26636,ARCO HORSESHOE GALLUP FIELD,,,,U,REMOVED,36.80711,-107.9142,25 MILES W OF FARMINGTON,,FARMINGTON,87401    ,NM,SAN JUAN,14-AUG-65,
21179,14393,ARCO MATERIALS,26637,ARCO MATERIALS INC,,,,U,REMOVED,36.71718,-108.23421,1800 BISTI HWY,,FARMINGTON,87401    ,NM,SAN JUAN,17-FEB-80,12-DEC-89
21180,15260,ARCO PIPE LINE CO,26638,ARCO PIPE LINE CO,,,,U,REMOVED,36.72008,-108.21709,1215 S LAKE ST,,FARMINGTON,87401    ,NM,SAN JUAN,21-JUL-84,25-JUL-94
21181,15260,ARCO PIPE LINE CO,26638,ARCO PIPE LINE CO,,,,U,REMOVED,36.72008,-108.21709,1215 S LAKE ST,,FARMINGTON,87401    ,NM,SAN JUAN,21-JUL-84,25-JUL-94
21182,16163,BUREAU OF INDIAN AFFAIRS (BIA) DEPARTMENT OF INTER,26639,AREA FACILITIES MANAGEMENT YARD GAMERCO,,,,U,REMOVED,35.570811,-108.762592,US HWY 666,2 MILES N,GALLUP,87301    ,NM,MCKINLEY,01-JAN-00,01-JAN-60
21183,16163,BUREAU OF INDIAN AFFAIRS (BIA) DEPARTMENT OF INTER,26639,AREA FACILITIES MANAGEMENT YARD GAMERCO,,,,U,REMOVED,35.570811,-108.762592,US HWY 666,2 MILES N,GALLUP,87301    ,NM,MCKINLEY,01-JAN-00,01-JAN-60
21184,16163,BUREAU OF INDIAN AFFAIRS (BIA) DEPARTMENT OF INTER,26639,AREA FACILITIES MANAGEMENT YARD GAMERCO,,,,U,REMOVED,35.570811,-108.762592,US HWY 666,2 MILES N,GALLUP,87301    ,NM,MCKINLEY,01-JAN-00,01-JAN-60
21185,15750,ARELLANO CLARA ,26640,ARELLANO CLARA,,,,U,REMOVED,36.19662,-105.884726,197 HWY 75,,DIXON,87527    ,NM,RIO ARRIBA,01-JAN-00,27-SEP-91
21186,15750,ARELLANO CLARA ,26640,ARELLANO CLARA,,,,U,REMOVED,36.19662,-105.884726,197 HWY 75,,DIXON,87527    ,NM,RIO ARRIBA,01-JAN-00,27-SEP-91
21187,16651,ARELLANO FELIX ,26641,ARELLANO PROPERTY,,,,U,REMOVED,,,PO BOX 505,,BERNALILLO,87004    ,NM,SANDOVAL,02-APR-35,01-MAY-92
21188,2444,JAMES HAMILTON CONSTRUCTION CO,26642,ARENAS VALLEY SHOP,,,,U,REMOVED,32.784285,-108.197687,11781 HWY 180 E,,SILVER CITY,88062    ,NM,GRANT,12-MAY-79,04-MAY-89
21189,2444,JAMES HAMILTON CONSTRUCTION CO,26642,ARENAS VALLEY SHOP,,,,U,REMOVED,32.784285,-108.197687,11781 HWY 180 E,,SILVER CITY,88062    ,NM,GRANT,12-MAY-79,04-MAY-89
21190,15246,ARGUELLO CHRIS L,26643,ARGUELLOS SHAMROCK,,,,U,REMOVED,34.599826,-105.197262,HWY 60,PO BOX 263,VAUGHN,88353    ,NM,GUADALUPE,17-APR-66,08-JUL-92
21191,15246,ARGUELLO CHRIS L,26643,ARGUELLOS SHAMROCK,,,,U,REMOVED,34.599826,-105.197262,HWY 60,PO BOX 263,VAUGHN,88353    ,NM,GUADALUPE,17-APR-66,08-JUL-92
21192,15971,ARIZONA PUBLIC SERVICE,26644,ARIZONA PUBLIC SERVICE FOUR CORNERS,,,,U,REMOVED,36.686727,-108.481094,PO BOX 355,,FRUITLAND,87416    ,NM,SAN JUAN,01-JAN-00,
21193,14395,ARK VETERINARY HOSPITAL ASSOCIATION,26645,ARK VETERINARY HOSPITAL ASSOCIATION,,,,U,REMOVED,35.637889,-105.951886,450 RODEO RD,,SANTA FE,87505    ,NM,SANTA FE,22-MAR-72,03-APR-91
21194,17084,ARMAND HAMMER UNITED WORLD COLLEGE,26646,ARMAND HAMMER UNITED WORLD COLLEGE,,,,U,REMOVED,35.6533,-105.28216,0.3 MI W OF MONTEZUMA,ON CAMPUS,MONTEZUMA,877310248,NM,SAN MIGUEL,21-NOV-82,06-DEC-95
21199,14297,HOBBS (CITY OF),26648,ARMORY RECREATION CENTER,,,,U,REMOVED,32.704084,-103.125287,1025 E SNYDER,,HOBBS,88240    ,NM,LEA,26-APR-79,17-MAR-89
21200,14297,HOBBS (CITY OF),26648,ARMORY RECREATION CENTER,,,,U,REMOVED,32.704084,-103.125287,1025 E SNYDER,,HOBBS,88240    ,NM,LEA,11-APR-59,01-JAN-79
21201,15562,ARMSTRONG AND ARMSTRONG,26649,ARMSTRONG CONSTRUCTION -NO330O,,,,U,REMOVED,33.355608,-104.541655,3300 S SUNSET,,ROSWELL,88201    ,NM,CHAVES,05-JUL-53,01-MAY-88
21202,15562,ARMSTRONG AND ARMSTRONG,26649,ARMSTRONG CONSTRUCTION -NO330O,,,,U,REMOVED,33.355608,-104.541655,3300 S SUNSET,,ROSWELL,88201    ,NM,CHAVES,05-JUL-53,01-MAY-88
21203,15562,ARMSTRONG AND ARMSTRONG,26649,ARMSTRONG CONSTRUCTION -NO330O,,,,U,REMOVED,33.355608,-104.541655,3300 S SUNSET,,ROSWELL,88201    ,NM,CHAVES,05-JUL-53,01-MAY-88
21204,15562,ARMSTRONG AND ARMSTRONG,26649,ARMSTRONG CONSTRUCTION -NO330O,,,,U,REMOVED,33.355608,-104.541655,3300 S SUNSET,,ROSWELL,88201    ,NM,CHAVES,23-JUL-77,07-JUL-89
21205,15562,ARMSTRONG AND ARMSTRONG,26649,ARMSTRONG CONSTRUCTION -NO330O,,,,U,REMOVED,33.355608,-104.541655,3300 S SUNSET,,ROSWELL,88201    ,NM,CHAVES,23-JUL-77,07-JUL-89
21206,15562,ARMSTRONG AND ARMSTRONG,26649,ARMSTRONG CONSTRUCTION -NO330O,,,,U,REMOVED,33.355608,-104.541655,3300 S SUNSET,,ROSWELL,88201    ,NM,CHAVES,23-JUL-77,07-JUL-89
21207,15184,ARMSTRONG CALVIN W,26650,ARMSTRONG CALVIN W,,,,U,REMOVED,35.324103,-106.571229,US HWY 60,,QUEMADO,87829    ,NM,CATRON,17-OCT-62,24-SEP-90
21208,15184,ARMSTRONG CALVIN W,26650,ARMSTRONG CALVIN W,,,,U,REMOVED,35.324103,-106.571229,US HWY 60,,QUEMADO,87829    ,NM,CATRON,17-OCT-62,01-SEP-87
21209,15184,ARMSTRONG CALVIN W,26650,ARMSTRONG CALVIN W,,,,U,REMOVED,35.324103,-106.571229,US HWY 60,,QUEMADO,87829    ,NM,CATRON,17-OCT-62,24-SEP-90
21210,15184,ARMSTRONG CALVIN W,26650,ARMSTRONG CALVIN W,,,,U,REMOVED,35.324103,-106.571229,US HWY 60,,QUEMADO,87829    ,NM,CATRON,17-OCT-62,24-SEP-90
21211,16111,ARMSTRONG ROOFING SYSTEMS INC,26651,ARMSTRONG ROOF & REPAIR SYSTEMS INC,,,,U,REMOVED,35.656189,-106.049419,31 N HORIZON LN,,SANTA FE,87507    ,NM,SANTA FE,24-OCT-77,30-DEC-89
21212,14145,NEW MEXICO (STATE OF) - ARMORY BOARD,26652,NM ARMY NATIONAL GUARD ARMY AVIATION SUPPORT FACIL,,,,U,REMOVED,35.624314,-106.088474,7001 HUEY ROAD,,SANTA FE,87507    ,NM,SANTA FE,19-APR-66,23-AUG-90
21213,14145,NEW MEXICO (STATE OF) - ARMORY BOARD,26652,NM ARMY NATIONAL GUARD ARMY AVIATION SUPPORT FACIL,,,,U,REMOVED,35.624314,-106.088474,7001 HUEY ROAD,,SANTA FE,87507    ,NM,SANTA FE,19-APR-66,23-AUG-90
21214,17194,HARRISON ARNOLD ,26653,ARNOLDS FINA 2,Y,,,U,EXEMPT,36.788826,-108.686451,US HWY 666,,SHIPROCK,87420    ,NM,SAN JUAN,28-AUG-86,
21215,17194,HARRISON ARNOLD ,26653,ARNOLDS FINA 2,Y,,,U,EXEMPT,36.788826,-108.686451,US HWY 666,,SHIPROCK,87420    ,NM,SAN JUAN,28-AUG-86,
21216,17194,HARRISON ARNOLD ,26653,ARNOLDS FINA 2,Y,,,U,EXEMPT,36.788826,-108.686451,US HWY 666,,SHIPROCK,87420    ,NM,SAN JUAN,29-AUG-87,
21217,14785,ARROYO SECO GENERAL MERCHANDISE,26654,ARROYO SECO GENERAL MERCHANDISE,,,,U,REMOVED,36.516327,-105.569853,US 285 HWY,,ARROYO SECO,87514    ,NM,TAOS,10-MAY-83,19-SEP-86
21218,14785,ARROYO SECO GENERAL MERCHANDISE,26654,ARROYO SECO GENERAL MERCHANDISE,,,,U,REMOVED,36.516327,-105.569853,US 285 HWY,,ARROYO SECO,87514    ,NM,TAOS,10-MAY-83,19-SEP-86
21219,16611,ART JONES AUTO SALE,26655,ART JONES AUTO SALE,,,,U,REMOVED,34.4726,-104.24784,201 E SUMNER,,FORT SUMNER,88119    ,NM,DE BACA,05-APR-55,28-APR-93
21220,16611,ART JONES AUTO SALE,26655,ART JONES AUTO SALE,,,,U,REMOVED,34.4726,-104.24784,201 E SUMNER,,FORT SUMNER,88119    ,NM,DE BACA,05-APR-55,28-APR-93
21221,16611,ART JONES AUTO SALE,26655,ART JONES AUTO SALE,,,,U,REMOVED,34.4726,-104.24784,201 E SUMNER,,FORT SUMNER,88119    ,NM,DE BACA,05-APR-55,28-APR-93
21222,15513,SOUTHWEST IRRIGATED GROWERS,26656,ARTESIA COMPRESS,,,,U,REMOVED,32.884456,-104.400076,"SPACE 6, LAKE ARTHUR HIGHWAY",,ARTESIA,88210    ,NM,EDDY,31-OCT-81,12-OCT-91
21223,15513,SOUTHWEST IRRIGATED GROWERS,26656,ARTESIA COMPRESS,,,,U,REMOVED,32.884456,-104.400076,"SPACE 6, LAKE ARTHUR HIGHWAY",,ARTESIA,88210    ,NM,EDDY,31-OCT-81,13-OCT-91
21224,14380,ARTESIA FORD SALES,26657,ARTESIA FORD SALES,,,,U,REMOVED,32.84522,-104.39807,300 N FIRST ST,,ARTESIA,88210    ,NM,EDDY,02-MAR-81,11-MAR-96
21225,16578,ARTESIA LUMBER CO,26658,ARTESIA LUMBER CO,,,,U,REMOVED,32.8491,-104.39837,705 N FIRST,,ARTESIA,88210    ,NM,EDDY,01-JAN-00,26-OCT-93
21226,16578,ARTESIA LUMBER CO,26658,ARTESIA LUMBER CO,,,,U,REMOVED,32.8491,-104.39837,705 N FIRST,,ARTESIA,88210    ,NM,EDDY,01-JAN-00,26-OCT-93
21227,14786,ARTESIA (CITY OF),26659,ARTESIA MUNICIPAL AIRPORT,,,,U,REMOVED,32.852917,-104.462431,702 AIRPORT RD,,ARTESIA,88210    ,NM,EDDY,15-JUN-79,18-JUN-91
21228,14786,ARTESIA (CITY OF),26659,ARTESIA MUNICIPAL AIRPORT,,,,U,REMOVED,32.852917,-104.462431,702 AIRPORT RD,,ARTESIA,88210    ,NM,EDDY,15-JUN-79,18-JUN-91
21229,14786,ARTESIA (CITY OF),26659,ARTESIA MUNICIPAL AIRPORT,,,,U,REMOVED,32.852917,-104.462431,702 AIRPORT RD,,ARTESIA,88210    ,NM,EDDY,15-JUN-79,18-JUN-91
21230,17318,PINO ARTHUR ,26660,ARTHUR PINO ABANDONED STATION,,,,U,EXEMPT,34.10129,-107.2594,101 STATE HWY 107,,MAGDALENA,87825    ,NM,SOCORRO,01-JAN-00,08-MAY-98
21231,17318,PINO ARTHUR ,26660,ARTHUR PINO ABANDONED STATION,,,,U,EXEMPT,34.10129,-107.2594,101 STATE HWY 107,,MAGDALENA,87825    ,NM,SOCORRO,01-JAN-00,08-MAY-98
21232,16608,GARCIA TOMMIE M,26661,ARTS AUTOMOTIVE AND STARTER REPAIR,,,,U,REMOVED,35.06605,-106.689501,2115 BRIDGE SW,,ALBUQUERQUE,87105    ,NM,BERNALILLO,07-JUN-64,08-JUN-94
21233,16608,GARCIA TOMMIE M,26661,ARTS AUTOMOTIVE AND STARTER REPAIR,,,,U,REMOVED,35.06605,-106.689501,2115 BRIDGE SW,,ALBUQUERQUE,87105    ,NM,BERNALILLO,07-JUN-64,08-JUN-94
