CitationID,Description,Year,StateSectionNumber,FederalSectionNumber,Section,Units,ExtentofDeviation,PotentialforHarm,SOC,TCR,Penalty,Clerk,Date of Entry
745.0,"Failure to provide dispenser system installed on or after July 15, 2018 with under dispenser containment (UST systems with field-constructed tanks and airport hydrant systems)",2018,25(b),20(f),"Design, Construction, and Installation",,,,,,300.0,,
746.0,Failure to prevent overfills or spills during the transfer of product ,2018,30(a),30(a),General Operating Requirements,,,,,,400.0,,
747.0,Failure to operate or maintain corrosion protection system continuously ,2018,31(1),31(a),General Operating Requirements,,,,UST-4,UST-9c,400.0,,
748.0,Failure to perform inspection or testing of cathodic protection system using proper criteria and a qualified tester within specified time frames ,2018,31(2),31(b),General Operating Requirements,,,,UST-4,UST-9c,400.0,,
749.0,Failure to inspect operability of the impressed current cathodic protection systems every 60 days,2018,31(3),31(c) ,General Operating Requirements,,,,UST-4,UST-9c,200.0,,
750.0,"Failure to maintain required records of cathodic protection operation, inspections and testing on site or at approved alternate location",2018,31(4),31(d),General Operating Requirements,,,,UST-4,UST-9c,100.0,,
751.0,Failure to ensure that the UST system is made of or lined with materials compatible with substance stored,2018,32(a),32(a),General Operating Requirements,,,,,,400.0,,
752.0,Failure to notify the department at least 30 day prior to switching to a regulated substance with greater than 10 percent ethanol or 20 percent biodiesel or any other regulated substance identified by the department,2018,32(b),32(b),General Operating Requirements,,,,,,200.0,,
753.0,Failure to maintain records demonstrating compatibility,2018,32(c),32(c),General Operating Requirements,,,,,,100.0,,
754.0,Failure to repair UST system in accordance with accepted codes and standards,2018,33(a)(1),33(a),General Operating Requirements,,,,,,400.0,,
755.0,"Failure to repair fiberglass-reinforced UST by the manufacturer’s authorized representative, or in accordance with accepted codes and standards ",2018,33(a)(2),33(b),General Operating Requirements,,,,,,400.0,,
756.0,Failure to replace metal pipe sections or fittings that have released product as a result of corrosion,2018,33(a)(3),33(c) ,General Operating Requirements,,,,,,400.0,,
757.0,Failure to repair non-corrodible pipes and fittings in accordance with the manufacturer’s specifications,2018,33(a)(3),33(c) ,General Operating Requirements,,,,,,400.0,,
758.0,Failure to perform tank tightness test on repaired tank prior to return to service ,2018,33(a)(4),33(d),General Operating Requirements,,,,,,400.0,,
759.0,Failure to perform line tightness test on repaired piping prior to return to service,2018,33(a)(5),33(d),General Operating Requirements,,,,,,400.0,,
760.0,Failure to integrity test containment sumps used for interstitial monitoring of piping and containment walls after repairs to secondary containment areas prior to return to service,2018,33(a)(6),33(d),General Operating Requirements,,,,UST-5,UST-9d,400.0,More stringent state requirement,
761.0,Failure to test cathodic protection system within six months of repair of any cathodically protected UST or tank system,2018,33(a)(7),33(e),General Operating Requirements,,,,UST-4,UST-9c,200.0,,
762.0,Failure to test or inspect repaired spill prevention equipment prior to return to service,2018,33(a)(8),33(f),General Operating Requirements,,,,UST-4,UST-9a,200.0,More stringent state requirement,
763.0,Failure to test or inspect repaired overfill prevention equipment prior to return to service,2018,33(a)(8),33(f),General Operating Requirements,,,,UST-4,UST-9b,200.0,More stringent state requirement,
764.0,Failure to generate and maintain accurate documentation of repairs to the UST system for the life of the equipment,2018,33(b),33(g),General Operating Requirements,,,,,,200.0,,
765.0,Failure to notify the department of changes in information relating to the UST or tank system,2018,34(a) ,-,General Operating Requirements,,,,,,200.0,,
765.1,(see Sec 71 for citations relating to notification for closure or change-in-service),2021,34(b),,General Operating Requirements,,,,,,,this is an fyi to also see section 71,
766.0,Failure to submit notification to the department within specified time frame,2018,(2018) 34(b),-,General Operating Requirements,,,,,,100.0,,
766.1,Failure to submit notification to the department within specified time frame,2021,34( c ),-,General Operating Requirements,,,,,,100.0,in 2018 rules this was 34(b),
767.0,Failure to maintain records on site or at and alternative location approved by the department ,2018,(2018) 34(e)(1),34(c)(1),General Operating Requirements,,,,,,100.0,,
767.1,Failure to maintain records on site or at an alternative location approved by the department,2021,34(f)(1),34(c )(1),General Operating Requirements,,,,,,100.0,In 2018 rules  this  was 34(e)(1) and fix language,
768.0,Failure to make records immediately available for inspection by the department at the UST site,2018,(2018) 34(e)(2),34(c)(2),General Operating Requirements,,,,,,100.0,,
768.1,Failure to make records immediately available for inspection by the department at the UST site,2021,34(f)(2),34(c )(2),General Operating Requirements,,,,,,100.0,in 2018 rules this was 34(e)(2),
769.0,"Failure to conduct annual tightness test on spill prevention equipment, or to have double-walled spill prevention equipment and monitor the integrity of both walls monthly",2018,35(a)(1),35(a)(1),General Operating Requirements,,,,UST-4,UST-9a,200.0,More stringent state requirement,
770.0,"Failure to perform integrity testing of containment sumps used for interstitial monitoring of piping using vacuum, pressure, or liquid testing at least once every three years, or have double-walled containment sumps used for interstitial monitoring of pip",2018,35(a)(2),35(a)(1),General Operating Requirements,,,,UST-5,UST-9d,200.0,,
771.0,Failure to inspect overfill prevention equipment at least once every three years,2018,35(a)(3),35(a)(2),General Operating Requirements,,,,UST-4,UST-9b,200.0,,
772.0,Failure to maintain records of periodic testing of spill prevention equipment for three years,2018,35(b)(1),35(c)(1) ,General Operating Requirements,,,,UST-4,UST-9a,100.0,,
773.0,Failure to maintain records of periodic testing of containment sumps used for interstitial monitoring of piping equipment for three years,2018,35(b)(1),35(c)(1) ,General Operating Requirements,,,,UST-5,UST-9d,100.0,,
774.0,Failure to maintain records of period inspection of overfill prevention equipment for three years,2018,35(b)(1),35(c)(1) ,General Operating Requirements,,,,UST-4,UST-9b,100.0,,
775.0,Failure to maintain documentation showing that spill prevention equipment is double-walled and the integrity of both walls is monitored as required,2018,35(b)(2),35(c)(2) ,General Operating Requirements,,,,UST-4,UST-9a,100.0,,
776.0,Failure to maintain documentation showing that containment sumps used for interstitial monitoring of piping equipment are double-walled and the integrity of both walls is monitored as required,2018,35(b)(2),35(c)(2) ,General Operating Requirements,,,,UST-5,UST-9d,100.0,,
776.1,Failure to conduct periodic operation and maintenance walkthrough inspection - spill prevention equipment and release detection equipment (every 31 days),2021,36(a)(1),,General Operating Requirements,,,,,UST-12,400.0,added FC criteria as a new option,
777.0,"Failure to inspect spill prevention equipment at least every 31 days, or prior to delivery if receiving delivery less frequently than every 31 days",2018,(2018) 36(a)(1)(A),36(a)(1)(i)(A),General Operating Requirements,,,,,UST-12,200.0,,
777.1,Failure to conduct periodic operation and mainteance walkthrough inspection - spill prevention equipment (every 31 days or prior to delivery if receiving delivery less frequently),2018,36(a)(1)(A),36(a)(1)(i)(A),General Operating Requirements,,,,,UST-12,200.0,fixed the language,
778.0,Failure to inspect release detection equipment at least every 31 days,2018,(2018) 36(a)(1)(B),36(a)(1)(i)(B),General Operating Requirements,,,,,UST-12,200.0,,
778.1,Failure to conduct periodic operation and mainteance walkthrough inspection - release detection equipment (every 31 days),2018,36(a)(1)(B),36(a)(1)(i)(B),General Operating Requirements,,,,,UST-12,200.0,fixed the language,
779.0,Failure to inspect containment sumps at least annually,2018,(2018) 36(a)(2)(A),36(a)(1)(ii)(A),General Operating Requirements,,,,,UST-12,200.0,,
779.1,Failure to conduct periodic operation and mainteance walkthrough inspection - containment sumps (annually),2018,36(a)(2)(A),36(a)(1)(ii)(A),General Operating Requirements,,,,,UST-12,200.0,fixed the language,
780.0,Failure to inspect handheld release detection equipment at least annually,2018,(2018) 36(a)(2)(B),36(a)(1)(ii)(B),General Operating Requirements,,,,,UST-12,200.0,,
780.1,Failure to conduct periodic operation and mainteance walkthrough inspection - handheld release detection equipment (annually),2018,36(a)(2)(B),36(a)(1)(ii)(B),General Operating Requirements,,,,,UST-12,200.0,fixed the language,
781.0,"Failure to inspect hydrant pits and hydrant piping vaults at least every 31 days if confined space entry is not required, or at least annually if confined space entry is required",2018,(2018) 36(a)(4),252(c) ,General Operating Requirements,,,,,UST-12,200.0,,
781.1,"Failure to conduct periodic operation and mainteance walkthrough inspection - hydrant pits and hydrant piping vaults (every 31 days if confined space entry is not required, or annually if confined space entry is required)",2018,36(a)(4),252(c) ,General Operating Requirements,,,,,UST-12,200.0,fixed the language,
782.0,Failure to maintain sufficient records of operation and walkthrough inspections for three years,2018,36(b),36(b),General Operating Requirements,,,,,UST-12,100.0,More stringent state requirement,
782.1,Failure to inspect under-dispenser containment for damage and remove any liquid or debris (every 31 days) ,2021,37(a),,General Operating Requirements,,,,,ust-12,400.0,new citation in the 7/2021 rules,
783.0,Failure to operate and maintain under-dispenser containment sensor in accordance with the manufacturer’s instructions or a code of practice developed by a nationally recognized association or independent testing laboratory,2018,(2018) 37(a)(1),-,General Operating Requirements,,,,,,400.0,,
783.1,Failure to operate and maintain under-dispenser containment sensor in accordance with the manufacturer’s instructions or a code of practice developed by a nationally recognized association or independent testing laboratory,2021,37(b)(1),-,General Operating Requirements,,,,,,400.0,In 2018 rules  this  was 37(a)(1), 
784.0,Failure to annually inspect and test under-dispenser containment sensor,2018,(2018) 37(a)(2),-,General Operating Requirements,,,,,,400.0,,
784.1,Failure to test under-dispenser containment sensor for proper operation (annually),2021,37(b)(2),-,General Operating Requirements,,,,,,400.0,in 2018 rules was 37(a)(2) ,
785.0,Failure to maintain under-dispenser containment sensor records for three years,2018,(2018) 37(b),-,General Operating Requirements,,,,,,100.0,,
785.1,Failure to maintain under-dispenser containment sensor or visual inspection records for three years,2021,37(c ),-,General Operating Requirements,,,,,,100.0,in 2018 rules was 37(b) and fixed language,
786.0,Failure to provide release detection method that can detect a release from any portion of the tank and the connected underground piping that routinely contains product,2018,40(a)(1),40(a)(1),Release Detection,,,,UST-5,UST-9d,400.0,,
787.0,Failure to properly operate release detection equipment,2018,40(a)(3),40(a)(2),Release Detection,,,,UST-5,UST-9d,400.0,,
788.0,Failure to annually test proper operation of release detection equipment,2018,40(a)(4),40(a)(3),Release Detection,,,,UST-5,UST-9d,400.0,,
789.0,"Failure to properly service or maintain release detection equipment in the time frame specified, or to have service and maintenance of release detection equipment conducted by a technician with current certification or training appropriate to the equipmen",2018,40(a)(4),40(a)(3),Release Detection,,,,UST-5,UST-9d,400.0,,
791.0,Failure to provide an allowed method of release detection for tanks,2018,41(a),41(a),Release Detection,,,,UST-5,UST-9d,400.0,,
792.0,Failure to provide an allowed method of release detection for piping,2018,41(b),41(b),Release Detection,,,,UST-5,UST-9d,400.0,,
793.0,"Failure to provide monthly interstitial monitoring for tanks and piping, or automatic line leak detector for pressurized piping, for hazardous substance UST systems",2018,42,42,Release Detection,,,,UST-5,UST-9d,400.0,,
794.0,Failure to maintain written performance claims pertaining to release detection system used and the manner in which these claims have been justified or tested by the equipment manufacturer or installer,2018,45(1),45(a),Release Detection,,,,UST-5,UST-9d,100.0,,
795.0,Failure to maintain records of site assessments for vapor monitoring or groundwater monitoring as long as these methods are used to meet the requirements of section 41,2018,45(1),45(a),Release Detection,,,,UST-5,UST-9d,100.0,,
796.0,"Failure of site assessment records developed after July 15, 2018 to be signed by a professional engineer, professional geologist, or equivalent licensed professional with experience in environmental engineering, hydrogeology, or other relevant technical d",2018,45(1),45(a),Release Detection,,,,UST-5,UST-9d,100.0,,
797.0,Failure to maintain release detection records applicable for the release detection method(s) used to meet the requirements of section 41 or 42 for three years,2018,45(2),45(b),Release Detection,,,,UST-5,UST-9d,100.0,,
798.0,"Failure to maintain adequate records of annual operation tests required in §11-280.1-40(a)(4), including whether each component tested meets criteria or needs to have action taken and a description of any action taken to correct an issue",2018,45(2)(A),45(b)(1),Release Detection,,,,UST-5,UST-9d,100.0,,
799.0,Failure to maintain results of tank tightness testing conducted in accordance with §11-280.1-43(3) used to meet the requirements of section 41 until the next test is conducted,2018,45(2)(B),45(b)(2),Release Detection,,,,UST-5,UST-9d,100.0,,
800.0,"Failure to maintain results of tank tightness testing, line tightness testing, and vapor monitoring using a tracer compound conducted in accordance with §11-280.1-43(10) or 11-280.1-44(4) used to meet the requirements of section 41 until the next test is ",2018,45(2)(C),45(b)(3),Release Detection,,,,UST-5,UST-9d,100.0,,
801.0,Failure to maintain all records that the equipment being used to monitor or maintain the UST systems is designed to produce for three years,2018,45(3),-,Release Detection,,,,,,100.0,,
802.0,"Failure to maintain written documentation of all calibration, maintenance, and repair of release detection equipment permanently located on site for three years",2018,45(4),45(c) ,Release Detection,,,,UST-5,UST-9d,100.0,,
803.0,Failure to maintain schedules of required calibration and maintenance provided by the release detection equipment manufacturer for five years from the date of installation,2018,45(4),45(c) ,Release Detection,,,,UST-5,UST-9d,100.0,,
804.0,Failure to notify the department within 24 hours of evidence of a suspected release,2018,50,50,"Release Reporting, Investigation, and Confirmation",,,,UST-5,UST-9d,400.0,,
805.0,Failure to properly investigate a suspected release within seven days following discovery ,2018,52,52,"Release Reporting, Investigation, and Confirmation",,,,,,400.0,,
806.0,Failure to submit investigation report to the department within thirty days following suspected release if it is determined that a release has not occurred,2018,52(c),-,"Release Reporting, Investigation, and Confirmation",,,,,,200.0,,
807.0,Failure to properly contain and immediately clean up spill or overfill ,2018,53(a),53(a),"Release Reporting, Investigation, and Confirmation",,,,,,400.0,,
808.0,"Failure to notify the department within 24 hours and begin release response action, for a spill or overfill of more than 25 gallons of petroleum, or causing a petroleum sheen on surface water, or more than the reportable quantity of a hazardous substance",2018,53(b),53(a),"Release Reporting, Investigation, and Confirmation",,,,,,400.0,,
809.0,Failure to notify the department within 24 hours of a spill or overfill of less than 25 gallons of petroleum or less than the reportable quantity of a hazardous substance if cleanup cannot be completed within 24 hours,2018,53(c),53(b),"Release Reporting, Investigation, and Confirmation",,,,,,200.0,,
810.0,Failure to continue operation and/or maintenance of corrosion protection system in a temporarily closed tank system ,2018,70(a),70(a),Out-of-Service UST Systems and Closure,,,,UST-4,UST-9c,400.0,,
811.0,Failure to continue operation and/or maintenance of release detection in a temporarily closed tank that is not empty,2018,70(a),70(a),Out-of-Service UST Systems and Closure,,,,UST-5,UST-9d,400.0,,
812.0,Failure to leave vent lines open and functioning for a tank system that is temporarily closed for 90 or more days,2018,70(b)(1),70(b)(1),Out-of-Service UST Systems and Closure,,,,,,200.0,,
813.0,"Failure to cap and secure all other lines, pumps, manways, and ancillary equipment for a tank system that is temporarily closed for 90 or more days ",2018,70(b)(2),70(b)(2),Out-of-Service UST Systems and Closure,,,,,,200.0,,
814.0,Failure to permanently close a tank system that does not meet applicable standards in subchapter 2 and has been temporarily closed for more than one year and has not received an extension for the one year temporary closure period,2018,70(c) ,70(c) ,Out-of-Service UST Systems and Closure,,,,,,400.0,,
815.0,"Failure to notify the department, in writing, at least 30 days before beginning permanent closure or change-in-service ",2018,71(a),71(a),Out-of-Service UST Systems and Closure,,,,,,400.0,,
816.0,Failure to notify the department at least 7 days before permanent closure or change-in-service work ,2018,71(b)    ,-,Out-of-Service UST Systems and Closure,,,,,,200.0,,
817.0,Failure to properly close UST system ,2018,71(c),71(b),Out-of-Service UST Systems and Closure,,,,,,400.0,,
818.0,Failure to properly conduct change-in-service of UST system,2018,71(d),71(c) ,Out-of-Service UST Systems and Closure,,,,,,400.0,,
819.0,Failure to notify the department within thirty days after completing a permanent closure or change-in-service,2018,71(e),-,Out-of-Service UST Systems and Closure,,,,,,200.0,,
820.0,Failure to properly maintain closure or change-in-service records ,2018,74,74,Out-of-Service UST Systems and Closure,,,,,,400.0,,
821.0,Failure to meet the financial responsibility requirement for per-occurrence coverage amount ,2018,93(a),93(a),Financial Responsibility,,,,,UST-11,400.0,,
822.0,Failure to meet the financial responsibility requirement for annual aggregate coverage amount ,2018,93(b),93(b),Financial Responsibility,,,,,UST-11,400.0,,
823.0,Failure to use an approved mechanism or combination of mechanisms to demonstrate financial responsibility ,2018,94,94,Financial Responsibility,,,,,UST-11,400.0,,
824.0,Failure to notify the director within ten days of owner/operator failure to obtain alternate financial assurance within 150 days of finding he/she no longer meets the requirements of the financial test of self-insurance based on year-end financial stateme,2018,95(g) [110(a)(3)],95(g),Financial Responsibility,,,,,UST-11,400.0,language is too long. Did not fix.,
825.0,Failure to notify the director within sixty days if a provider of a financial assurance mechanism cancels or fails to renew for reasons other than incapacity of the provider and the owner/operator is unable to obtain alternate coverage within the sixty da,2018,109(b) [110(a)(3)],109(b),Financial Responsibility,,,,,UST-11,400.0,language is too long.  Did not fix,
826.0,Failure to submit evidence of financial responsibility to the director within 30 days of detecting a known or suspected release,2018,110(a)(1),110(a)(1),Financial Responsibility,,,,,UST-11,200.0,,
827.0,Failure to submit evidence of financial responsibility to the director if the provider becomes incapable of providing assurance and the owner or operator is unable to obtain alternate coverage within 30 days ,2018,110(a)(2),110(a)(2),Financial Responsibility,,,,,UST-11,400.0,,
828.0,Failure to certify compliance with financial responsibility requirements on the notification form or permit application,2018,(2018) 110(b),110(b),Financial Responsibility,,,,,UST-11,100.0,,
828.1,"Failure to certify compliance with financial responsibility requirements on the notification form,  permit application, or certification of installation form. ",2021,110(b),110(b),Financial Responsibility,,,,,UST-11,100.0,fixed the language,
829.0,Failure to maintain records of proof of current financial assurance mechanism used to demonstrate financial responsibility ,2018,111,111,Financial Responsibility,,,,,UST-11,100.0,,
830.0,Failure to designate at least one Class A Operator and one Class B Operator ,2018,241(a)(1),241(a),Operator Training,,,,,UST-10,400.0,,
831.0,Failure to designate all individuals meeting the definition of Class C Operator as Class C Operators,2018,241(a)(2),241(b),Operator Training,,,,,UST-10,400.0,,
832.0,Failure to notify the department of Class A and Class B operator designation and information ,2018,241(c),-,Operator Training,,,,,,200.0,,
833.0,Failure to obtain operator training from a program approved or administered by the department,2018,242(4),242(d),Operator Training,,,,,UST-10,200.0,More stringent state requirement,
834.0,Failure to have an individual trained for the operator class which he or she is designated within the applicable time frame,2018,243,243,Operator Training,,,,,UST-10,400.0,,
835.0,"Failure to retrain Class A or Class B Operator every five years, or Class C Operator every 365 days",2018,244(a),-,Operator Training,,,,,,200.0,,
836.0,Failure to retrain Class A and Class B Operators within 30 days after an associated UST system was determined to be out of compliance ,2018,244(c),244,Operator Training,,,,,UST-10,400.0,,
837.0,"Failure to maintain a list of designated Class A, Class B, and Class C Operators and records verifying training and retraining have been completed, as applicable",2018,245,245,Operator Training,,,,,UST-10,100.0,,
838.0,Failure to inform the department at least 7 days prior to installation ,2018,325(c),-,Permits and Variances,,,,,,400.0,,
839.0,Failure to submit tank notification and installation certification within 30 days after installation ,2018,325(d),22(a),Permits and Variances,,,,,,200.0,More stringent state requirement,
840.0,Failure to submit proper documents for a permit renewal within the specified time frame,2018,326(c),-,Permits and Variances,,,,,,200.0,,
841.0,Failure to properly apply for the modification of a permit within the specified time frame ,2018,329,-,Permits and Variances,,,,,,400.0,,
