CounterID,EventID,Status,Lead,StatusDate,LUSTStatusCommentsText,ProjectOfficer
1145,392,Site Cleanup Completed (NFA),RP-Lead,1993-08-19,,
1146,392,LUST Cleanup Initiated,RP-Lead,1993-08-19,,
1147,393,Confirmed Release,RP-Lead,1992-04-01,,
1148,393,LUST Cleanup Initiated,RP-Lead,1992-05-29,,
1149,393,Site Cleanup Completed (NFA),RP-Lead,1993-12-06,,
1150,394,Confirmed Release,RP-Lead,1994-05-21,,
1151,394,LUST Cleanup Initiated,RP-Lead,1996-02-07,"12/1/94 Walker Consultants Report - Additional investigation is not necessary at this time and groundwater monitoring discontinued.  The subject site will remain as a leaking UST site.  In the interim, an exposure prevention management plan was requested from the facility on 09/19/96.",
1152,394,Site Cleanup Completed (NFA),RP-Lead,1996-07-12,9/19/96 UO946JAR letter,
1153,395,Confirmed Release,RP-Lead,1990-12-21,11/20/90 GAS ODORS-BURGER KING N,
1154,395,LUST Cleanup Initiated,RP-Lead,1991-02-22,CLAYTON BEGAN SOIL MGMT AND FREE,
1156,396,Confirmed Release,RP-Lead,1991-11-05,tank bp 68 and tank bp69,
1159,397,Confirmed Release,RP-Lead,1994-03-30,VIA NOTIFICATION FORM,
1161,398,Confirmed Release,RP-Lead,1991-12-13,RELEASE REPT 12-13-91,
1162,398,Disconfirmed Release,RP-Lead,1996-12-30,12/30/96 U1236ES,
1164,399,Confirmed Release,RP-Lead,1994-04-18,VIA CRN,
1165,399,Case Transferred to HEER (DERA),RP-Lead,1996-06-27,6/27/96 LUST referral letter,
1166,400,LUST Cleanup Initiated,RP-Lead,1994-03-02,,
1167,400,Confirmed Release,RP-Lead,1994-03-02,,
1168,400,Site Cleanup Completed (NFA),RP-Lead,1994-03-02,,
1170,401,Confirmed Release,RP-Lead,1993-04-12,REPORTED 0712/93,
1171,402,Confirmed Release,RP-Lead,1994-02-02,VIA CRN,
1172,402,LUST Cleanup Initiated,RP-Lead,1996-03-14,2/26/96 MFA report,
1173,402,Site Cleanup Completed (NFA),RP-Lead,1999-05-17,"NFA issued, UO5075RSM",
1175,403,LUST Cleanup Initiated,RP-Lead,1990-03-28,SOIL MGMT BEGAN DURING TANK REMV,
1176,403,Confirmed Release,RP-Lead,1990-03-28,,
1177,403,Case Transferred to HEER (unregulated),RP-Lead,1997-08-12,8/12/97 U0835SO Letter - Possible Co-mingling of contaminants (JP-5 and diesel release).  Consultant contends that remaining contaminant is JP-5 and not from diesel UST release.,
1178,404,LUST Cleanup Initiated,RP-Lead,1994-07-22,,
1179,404,Confirmed Release,RP-Lead,1994-07-22,,
1180,404,Site Cleanup Completed (NFA),RP-Lead,1994-12-08,,
1182,405,Confirmed Release,RP-Lead,1992-04-14,,
1184,406,Confirmed Release,RP-Lead,1993-08-03,PER:2/9/94 NOTES LEAK NOTED WHEN,
1185,406,LUST Cleanup Initiated,RP-Lead,1999-10-28,"Phase II Site Assessment Groundwater Monitoring Long-Term Release Response Report II, Former Pearl Auto Service & Supply 98-064 Kamehameha Highway, Aiea, Hawaii 96701 dated October 28,1999, prepared by Muranaka Environmental Consultants, Inc.",
1186,407,LUST Cleanup Initiated,RP-Lead,1992-10-21,SOIL MGMT BEGAN DURING REMOVAL-C,
1187,407,Confirmed Release,RP-Lead,1992-10-21,RELEASE NOTED DURING REMOVAL,
1188,407,Site Cleanup Completed (NFA),RP-Lead,1995-05-31,DOH NFA LETTER,
1189,408,Confirmed Release,RP-Lead,1994-11-04,VIA CALL TO ERIC S.,
1190,408,LUST Cleanup Initiated,RP-Lead,2001-10-30,rpt rcvd 01/01,
1191,408,Site Cleanup Completed (NFA),RP-Lead,2001-12-11,"NFA'd 12/11/01, U12018JAR",
1193,409,Confirmed Release,RP-Lead,1992-01-01,REPT 11/25/91,
1195,410,Confirmed Release,RP-Lead,1994-04-28,,
1196,410,LUST Cleanup Initiated,RP-Lead,1994-05-23,,
1197,410,Site Cleanup Completed (NFA),RP-Lead,1996-06-27,,
1198,411,Confirmed Release,RP-Lead,1991-12-03,,
1199,411,LUST Cleanup Initiated,RP-Lead,1994-07-06,8/5/94 Cotton & Frazier Consultants Report - ,
1200,411,Site Cleanup Completed (NFA),RP-Lead,2001-07-05,,
1201,412,LUST Cleanup Initiated,RP-Lead,1993-12-07,SOIL MGMT BEGAN DURING REMOVAL,
1202,412,Confirmed Release,RP-Lead,1993-12-07,PER ENVIRONMENTAL ASSMT,
1203,412,Site Cleanup Completed (NFA),RP-Lead,1996-11-04,Letter U1101JAR,
1204,413,LUST Cleanup Initiated,RP-Lead,1994-12-06,1/1/95 Walker Consultants Report,
1205,413,Confirmed Release,RP-Lead,1994-12-09,CRN,
1206,413,Site Cleanup Completed (NFA),RP-Lead,1997-06-02,6/2/97 U0557JS Letter,
1207,414,LUST Cleanup Initiated,RP-Lead,1995-08-04,SOIL MGMT BEGAN DURING REMOVAL,
1208,414,Confirmed Release,RP-Lead,1995-08-23,CALL TO ERIC/DURING REMOVAL-LAB,
1209,414,Site Cleanup Completed (NFA),RP-Lead,1995-12-28,,
1210,415,Confirmed Release,RP-Lead,1992-03-05,,
1211,415,LUST Cleanup Initiated,RP-Lead,1993-09-28,6-2-92,
1212,415,Site Cleanup Completed (NFA),RP-Lead,1999-01-20,1/20/99 UO1085JAR letter - NFA issued,
1213,416,Confirmed Release,RP-Lead,1991-12-04,,
1214,416,Disconfirmed Release,RP-Lead,1992-09-08,,
1215,417,Confirmed Release,RP-Lead,1991-11-18,,
1216,417,LUST Cleanup Initiated,RP-Lead,1997-08-01,,
1217,418,Confirmed Release,RP-Lead,1990-04-04,,
1218,418,LUST Cleanup Initiated,RP-Lead,1993-06-22,,
1219,418,Site Cleanup Completed (NFA),RP-Lead,2001-01-19,,
1220,419,LUST Cleanup Initiated,RP-Lead,1995-02-16,SOIL MGMT DURING REMOVAL,
1221,419,Confirmed Release,RP-Lead,1995-02-16,VIA CALL TO ROXANNE (FOUND DURIN,
1222,419,Site Cleanup Completed (NFA),RP-Lead,1996-10-21,Letter U1026RK,
1223,420,LUST Cleanup Initiated,RP-Lead,1994-07-07,,
1224,420,Confirmed Release,RP-Lead,1994-07-07,,
1225,420,Site Cleanup Completed (NFA),,2001-07-06,letter U06049SLi,
1226,421,LUST Cleanup Initiated,RP-Lead,1992-02-04,,
1227,421,Confirmed Release,RP-Lead,1992-02-04,,
1228,422,Confirmed Release,RP-Lead,1990-01-24,,
1229,422,LUST Cleanup Initiated,RP-Lead,1990-06-01,,
1230,422,Site Cleanup Completed (NFA),RP-Lead,1997-06-20,U0693ES,
1231,423,Confirmed Release,RP-Lead,1995-01-17,CALL TO ROXANNE-FAILED TTT,
1232,423,Disconfirmed Release,RP-Lead,1998-06-01,11/4/98 U11011JAR letter,
1233,2538,Confirmed Release,RP-Lead,1993-05-05,VIA LETTER,
1234,2538,LUST Cleanup Initiated,RP-Lead,2001-12-21,"Closure rpt, 8/99",
1235,425,LUST Cleanup Initiated,RP-Lead,1995-03-29,5/1/95 Walker Consultants Report,
1236,425,Confirmed Release,RP-Lead,1995-03-30,"TO JACK RICHARDSON, NOTED DURING",
1237,425,Site Cleanup Completed (NFA),RP-Lead,1996-10-25,5/1/95 U1048RB Letter,
1238,426,LUST Cleanup Initiated,RP-Lead,1993-09-16,SOIL MGMT BEGAN DURING CLOSURE,
1239,426,Confirmed Release,RP-Lead,1993-09-16,VIA CLOSURE REPORT,
1240,426,Site Cleanup Completed (NFA),RP-Lead,1995-05-25,DOH NFA LETTER,
1241,427,Confirmed Release,RP-Lead,1993-10-19,,
1242,427,LUST Cleanup Initiated,RP-Lead,1993-10-19,,
1243,427,Site Cleanup Completed (NFA),RP-Lead,2000-10-10,,
1244,428,Confirmed Release,RP-Lead,1990-04-04,,
1245,428,LUST Cleanup Initiated,RP-Lead,1996-06-06,,
1246,428,Site Cleanup Completed (NFA),RP-Lead,1998-10-30,10/30/98 U10108EJS,
1247,429,Confirmed Release,RP-Lead,1991-03-01,,
1248,429,Site Cleanup Completed (NFA),RP-Lead,1997-09-02,9/2/97 U0860DH,
1249,429,LUST Cleanup Initiated,RP-Lead,1997-09-02,3/29/91 Unitek report,
1250,430,Confirmed Release,RP-Lead,1990-09-25,NOTED DURING REMOVAL,
1251,430,LUST Cleanup Initiated,RP-Lead,1994-02-23,PER CLAYTON REPT 5/26/94 PG III-,
1252,430,Site Cleanup Completed (NFA),RP-Lead,1994-07-07,,
1253,431,Confirmed Release,RP-Lead,1992-03-13,LAB RESULTS ON REMOVAL SOIL SAMP,
1254,431,LUST Cleanup Initiated,RP-Lead,1992-08-30,8/30/92 BREWER ENVIRONMENTAL report,
1255,431,Site Cleanup Completed (NFA),RP-Lead,1998-01-23,1/23/98 UO0136JAR letter,
1256,432,Confirmed Release,RP-Lead,1993-04-30,VIA LETTER,
1257,432,LUST Cleanup Initiated,RP-Lead,1993-05-11,,
1258,432,Site Cleanup Completed (NFA),RP-Lead,2004-06-24,,
1259,433,Confirmed Release,RP-Lead,1991-12-02,,
1260,433,LUST Cleanup Initiated,RP-Lead,2002-03-21,Phase II Report -- SF,
1261,433,Site Cleanup Completed (NFA),,2005-04-27,,
1262,434,LUST Cleanup Initiated,RP-Lead,1994-04-04,PER CLOSURE REPORT:DURING REMOVA,
1263,434,Confirmed Release,RP-Lead,1994-04-04,PER CLOSURE REPT:DURING REMOVAL,
1264,434,Site Cleanup Completed (NFA),RP-Lead,1995-06-01,DOH NFA LETTER,
1265,435,Confirmed Release,RP-Lead,1991-02-26,,
1266,435,LUST Cleanup Initiated,RP-Lead,1991-04-21,SEE 7/1/91 REPT,
1267,435,Site Cleanup Completed (NFA),RP-Lead,1995-04-11,,
1268,436,Confirmed Release,RP-Lead,1992-05-26,CONFIRMATION FROM PHASE II ENVIR,
1269,436,LUST Cleanup Initiated,RP-Lead,1992-08-18,CORR ACTION VERIFICATION REPT PG,
1270,436,Site Cleanup Completed (NFA),RP-Lead,1993-09-23,,
1271,437,Confirmed Release,RP-Lead,1989-06-08,,
1272,437,LUST Cleanup Initiated,RP-Lead,1989-11-03,11/3/89 UNITEK report,
1273,437,Site Cleanup Completed (NFA),RP-Lead,1998-11-24,11/3/89 UNITEK report,
1274,438,LUST Cleanup Initiated,RP-Lead,1993-10-26,,
1275,438,Confirmed Release,RP-Lead,1993-10-26,,
1276,438,Site Cleanup Completed (NFA),RP-Lead,1995-01-11,,
1277,439,Confirmed Release,RP-Lead,1993-11-29,,
1278,439,LUST Cleanup Initiated,RP-Lead,1994-01-14,UST Closure Report received 5/18/98,
1279,439,Site Cleanup Completed (NFA),RP-Lead,2001-04-16,,
1280,440,LUST Cleanup Initiated,RP-Lead,1995-10-16,SOIL STOCKPILED,
1281,440,Confirmed Release,RP-Lead,1995-10-16,NOTED DURING REMOVAL-CALL TO ROG,
1282,440,Site Cleanup Completed (NFA),RP-Lead,2006-11-09,NFA letter U1112DP dated 11/9/06,
1283,441,Confirmed Release,RP-Lead,1995-03-21,2 TANKS FAILED TTT - CALL W/ROGE,
1284,441,Disconfirmed Release,RP-Lead,1997-09-15,9/15/97 memo to file - faulty tightness test.,
1285,442,Confirmed Release,RP-Lead,1989-12-26,,
1286,442,LUST Cleanup Initiated,RP-Lead,1990-11-06,,
1288,443,LUST Cleanup Initiated,RP-Lead,1995-08-16,DATE OF UST REMOVAL,
1289,443,Confirmed Release,RP-Lead,1995-10-10,DATE OF LAB SAMPLES,
1290,443,Site Cleanup Completed (NFA),RP-Lead,1998-04-23,4/23/98 U0469SO letter,
1291,444,Monitored Natural Attenuation,RP-Lead,1996-06-06,,
1292,444,Confirmed Release,RP-Lead,1988-11-22,PHONE CALL FROM HAROLD TAKARA-RE,
1293,444,LUST Cleanup Initiated,RP-Lead,1990-05-11,PER 3/11/92 UNOCAL LETTER & 3/9/,
1294,444,Site Cleanup Completed (NFA),RP-Lead,2005-03-02,"DOH NFA letter dated March 2, 2005 (U03011SL)",
1529,524,LUST Cleanup Initiated,RP-Lead,1994-12-24,,
1295,445,LUST Cleanup Initiated,RP-Lead,1994-05-01,"Removal of Underground Fuel Storage Tanks, Various U.S. Army Facilities, Hawaii, Contract No. DACW45-90-D-0029, D.O. No.5, dated December 4, 1994, and prepared by Morrison Knudsen Corporation.",
1296,445,Confirmed Release,RP-Lead,1994-05-27,,
1297,445,Site Cleanup Completed (NFA),RP-Lead,2000-04-26,"NFA letter, U04028SL",
1298,446,Confirmed Release,RP-Lead,1990-05-23,FAILED TTT-LEAK NOT YET CONFIRM,
1299,446,LUST Cleanup Initiated,RP-Lead,1997-03-07,SEE RELEASE ID NU. 970056,
1300,446,Site Cleanup Completed (NFA),,2004-05-28,also see release ID 970056,
1301,447,Monitored Natural Attenuation,RP-Lead,1995-10-19,,
1302,447,Confirmed Release,RP-Lead,1992-09-01,,
1303,447,LUST Cleanup Initiated,RP-Lead,1993-06-03,"DATE FROM QTR CLEANUP PROGRESS
REPORT 6/27/94 (FREE PROD. REMOVED)",
1304,448,Confirmed Release,RP-Lead,1990-04-17,SITE INVESTIGATION CONFIRMED CON,
1305,448,LUST Cleanup Initiated,RP-Lead,2000-09-11,,
1306,449,Confirmed Release,RP-Lead,1995-04-24,TO ROX,
1307,449,Site Cleanup Completed (NFA),RP-Lead,1997-10-28,10/28/97 U10140DH Letter - Source of NFA decisions was ES-P report dated 8/1/95,
1308,449,LUST Cleanup Initiated,RP-Lead,1997-04-27,8/1/95 Environmental Sciences-Pacific Report - ,
1309,450,Confirmed Release,RP-Lead,1993-10-14,"PHONE CALL,TTT FAILURE",
1310,450,LUST Cleanup Initiated,RP-Lead,1995-02-23,SOIL MGMT BEGAN DURING 2ND REMOV,
1311,450,Site Cleanup Completed (NFA),RP-Lead,1995-12-28,,
1312,451,Confirmed Release,RP-Lead,1993-09-23,,
1313,451,LUST Cleanup Initiated,RP-Lead,1993-09-23,,
1314,451,Site Cleanup Completed (NFA),RP-Lead,1997-07-30,7/30/97 U0796SO,
1315,452,Confirmed Release,RP-Lead,1992-03-03,,
1316,452,Site Cleanup Completed (NFA),RP-Lead,1993-07-30,,
1317,452,LUST Cleanup Initiated,RP-Lead,1993-07-30,,
1318,453,Confirmed Release,RP-Lead,1989-07-21,,
1319,453,LUST Cleanup Initiated,RP-Lead,1991-12-16,REMOVAL AND SOIL EXCAVATION,
1320,453,Site Cleanup Completed (NFA),RP-Lead,1992-11-13,,
1321,454,Confirmed Release,RP-Lead,1993-02-25,REMOVAL REPORT,
1322,454,LUST Cleanup Initiated,RP-Lead,1993-07-19,PER 10/15/93 SOIL REPT,
1323,454,Site Cleanup Completed (NFA),RP-Lead,1994-03-24,1ST DOH NFA LETTER,
1324,455,Confirmed Release,RP-Lead,1992-03-30,via phone,
1325,455,LUST Cleanup Initiated,RP-Lead,1995-10-26,1/1/95 US Army Closure Report-RSM,
1326,455,Site Cleanup Completed (NFA),State-Lead with State Money,1999-12-08,"NFA ISSUED, U12O18RSM",
1327,456,LUST Cleanup Initiated,RP-Lead,1992-04-24,4/24/92 Brewer Environmental Services Letter,
1328,456,Confirmed Release,RP-Lead,1992-04-24,,
1329,456,Site Cleanup Completed (NFA),RP-Lead,1997-10-20,10/20/97 U1060JAR Letter - NFA issued based on analytical data and EPA from 7530.,
1330,457,Confirmed Release,RP-Lead,1993-02-08,,
1331,457,Site Cleanup Completed (NFA),RP-Lead,2001-03-20,"NFA'd issued , March 16, 2001, UO3020JAR",
1332,457,LUST Cleanup Initiated,RP-Lead,2001-03-20,"Final Rlease response Rpt, dtd June 1998 & addendum dtd Feb 13, 2001.",
1333,458,LUST Cleanup Initiated,RP-Lead,1991-10-02,,
1334,458,Confirmed Release,RP-Lead,1991-10-02,VIA CLOSURE REPORT OF 08/28/92,
1335,458,Site Cleanup Completed (NFA),RP-Lead,1996-07-26,,
1336,459,Confirmed Release,RP-Lead,1990-03-12,,
1337,459,LUST Cleanup Initiated,RP-Lead,1999-11-21,"Closure Report, Removal of Underground Storage Tank NS63,  Naval Station, Pearl Harbor, Ford Island, Hawaii , dated November, 1999, and prepared by Allied Technology Group, Inc.",
1338,460,Confirmed Release,RP-Lead,1990-08-28,,
1339,460,LUST Cleanup Initiated,RP-Lead,1991-03-20,,
1340,460,Site Cleanup Completed (NFA),RP-Lead,1999-05-12,5/12/99 U05049LKI letter,
1341,461,Confirmed Release,RP-Lead,1990-01-05,,
1342,461,LUST Cleanup Initiated,RP-Lead,1990-03-23,3/23/90 Industrial technology Report,
1343,461,Site Cleanup Completed (NFA),RP-Lead,1998-01-20,1/20/98 UO122JAR Report,
1345,462,Confirmed Release,RP-Lead,1995-05-03,CALL TO ERIC,
1347,463,LUST Cleanup Initiated,RP-Lead,1989-12-15,,
1348,463,Confirmed Release,RP-Lead,1989-12-15,NOTED DURING CLOSURE,
1349,463,Site Cleanup Completed (NFA),,2006-04-21,,
1350,464,LUST Cleanup Initiated,RP-Lead,1989-06-22,,
1351,464,Confirmed Release,RP-Lead,1989-06-22,,
1352,464,Site Cleanup Completed (NFA),RP-Lead,1999-11-02,"NFA ISSUED, U10099RSM",
1353,465,Confirmed Release,RP-Lead,1993-04-22,,
1354,465,Disconfirmed Release,RP-Lead,1993-04-26,,
1355,466,Confirmed Release,RP-Lead,1994-09-27,,
1356,466,LUST Cleanup Initiated,RP-Lead,1994-09-30,,
1357,467,LUST Cleanup Initiated,RP-Lead,1995-10-24,CONTAM. SOIL STOCKPILED,
1358,467,Confirmed Release,RP-Lead,1995-10-24,REMOVAL,
1359,467,Site Cleanup Completed (NFA),RP-Lead,1998-09-25,9/25/98 U09133SO letter,
1360,468,LUST Cleanup Initiated,RP-Lead,1993-07-09,,
1361,468,Confirmed Release,RP-Lead,1993-07-09,VIA REMOVAL REPORT,
1362,468,Site Cleanup Completed (NFA),RP-Lead,1994-05-24,,
1363,469,Confirmed Release,RP-Lead,1989-12-01,,
1364,469,Disconfirmed Release,State-Lead with State Money,1999-08-06,"8/1/95-EA Pacific report confirmed Hickam AFB POL pipeline release at the site in 1949, HEER office investigating the pipeline releases fron Wheeler AFB to Hickam AFB-RSM",
1365,470,Confirmed Release,RP-Lead,1992-08-25,,
1366,470,LUST Cleanup Initiated,RP-Lead,1999-09-30,3/10/93-USCG Letter Report,
1367,470,Site Cleanup Completed (NFA),RP-Lead,2002-06-10,,
1369,471,Confirmed Release,RP-Lead,1991-06-18,,
1370,471,Site Cleanup Completed (NFA),RP-Lead,1999-08-11,"NFA'd  UO7027JAR, 7/19/99",
1371,471,LUST Cleanup Initiated,RP-Lead,1999-08-11,"Site investigation rpt and addendum, dtd 6/3/99 & 6/25/99  Sesoil model",
1372,2537,Confirmed Release,RP-Lead,1990-08-10,,
1373,2537,LUST Cleanup Initiated,RP-Lead,1998-05-11,"Underground Storage Tank  Closure and    Release Response Report for Facility I.D. No. 9-200782  Release I.D. No. 900097, dated November 9, 1998, and prepared by ETC.",
1374,473,Confirmed Release,RP-Lead,1994-04-19,VIA CRN,
1375,473,LUST Cleanup Initiated,RP-Lead,2001-08-14,UST Closure Report received on 8/14/2001,
1376,473,Site Cleanup Completed (NFA),,2004-04-01,U04005RH    NFA Issued,
1377,474,Confirmed Release,RP-Lead,1992-01-27,TTT,
1378,474,LUST Cleanup Initiated,RP-Lead,1992-09-02,,
1379,474,Site Cleanup Completed (NFA),RP-Lead,2001-09-20,,
1380,475,LUST Cleanup Initiated,RP-Lead,1993-01-26,CONTAMINATED SOIL MGMT-PER REMOV,
1381,475,Confirmed Release,RP-Lead,1993-01-26,DETECTED DURING REMOVAL PROJECT,
1382,475,Site Cleanup Completed (NFA),RP-Lead,1999-05-11,,
1383,476,Confirmed Release,RP-Lead,1994-05-19,,
1384,476,Site Cleanup Completed (NFA),RP-Lead,1997-10-28,10/28/97 U10125DH Letter - Source of NFA determination is ES-P report dated 7/26/94,
1385,476,LUST Cleanup Initiated,RP-Lead,1997-05-23,7/26/94 Environmental Services Pacific Report,
1386,477,LUST Cleanup Initiated,RP-Lead,1988-05-18,,
1387,477,Confirmed Release,RP-Lead,1988-05-18,,
1388,477,Site Cleanup Completed (NFA),RP-Lead,1994-12-27,,
1389,478,LUST Cleanup Initiated,RP-Lead,1988-02-04,,
1390,478,Confirmed Release,RP-Lead,1988-02-04,02/04/88,
1391,478,Disconfirmed Release,RP-Lead,1992-01-03,,
1392,479,Confirmed Release,RP-Lead,1992-04-01,,
1393,479,LUST Cleanup Initiated,RP-Lead,1992-05-29,,
1394,479,Site Cleanup Completed (NFA),RP-Lead,1993-06-28,,
1395,480,Confirmed Release,RP-Lead,1991-09-05,,
1396,480,LUST Cleanup Initiated,RP-Lead,1992-09-17,,
1397,480,Site Cleanup Completed (NFA),RP-Lead,1995-03-08,,
1398,481,Confirmed Release,RP-Lead,1990-08-07,,
1399,481,LUST Cleanup Initiated,RP-Lead,1990-08-09,,
1400,481,Site Cleanup Completed (NFA),RP-Lead,1999-08-12,"NFA'd  U10067JAR, 10/21/98",
1402,482,LUST Cleanup Initiated,RP-Lead,1992-01-01,7/25/2001 THIS CLEANUP INITIATED DATE IS USED AS A MARKER BECAUSE DERA FUNDED SITES WERE NOT ASSIGNED A CLEANUP INITATED DATE BY THE HEER OFFICE.  - RK,
1403,482,Confirmed Release,RP-Lead,1992-01-01,REPT 11/25/91,
1406,483,Confirmed Release,RP-Lead,1990-12-12,CONTAMINATION FOUND DURING REMOV,
1407,483,LUST Cleanup Initiated,RP-Lead,1991-11-11,CONTAMINATED SOIL REMOVED PER CH,
1408,483,Site Cleanup Completed (NFA),RP-Lead,1993-06-22,,
1409,484,Confirmed Release,RP-Lead,1989-08-24,,
1410,484,LUST Cleanup Initiated,RP-Lead,1996-04-25,,
1411,485,LUST Cleanup Initiated,RP-Lead,1995-04-27,"PER CRN-SOIL EXCAVATED,Site Assessment Report For Underground Storage Tank Closure, Navmag West Loch Building 604, Ewa Beach, hawaii, Project No. N62471-93-C-1306, DOH Facility ID. 9-202358, DOH LUST ID. 95-0080, dated May 22, 1996, and prepared BY The Fuel Oil Polishing Company Of Hawaii",
1412,485,Confirmed Release,RP-Lead,1995-04-27,TO CHRIS,
1413,485,Site Cleanup Completed (NFA),RP-Lead,2000-01-20, U01014SL,
1416,487,Confirmed Release,RP-Lead,1992-01-01,RELEASE REPT 12/13/91,
1417,487,LUST Cleanup Initiated,RP-Lead,1994-03-01,7/8/94 Morrison Knudsen Corporation Report - ,
1418,487,Site Cleanup Completed (NFA),RP-Lead,1996-07-23,DOH letter U0713RB,
1419,488,Confirmed Release,RP-Lead,1989-12-22,,
1420,488,LUST Cleanup Initiated,RP-Lead,1993-09-28,,
1421,488,Site Cleanup Completed (NFA),RP-Lead,2006-09-15,U09004DP,
1422,489,Confirmed Release,RP-Lead,1989-11-21,,
1423,489,Disconfirmed Release,RP-Lead,1994-05-23,,
1424,490,Confirmed Release,RP-Lead,1992-01-16,,
1425,490,LUST Cleanup Initiated,RP-Lead,1997-01-20,,
1426,490,Site Cleanup Completed (NFA),RP-Lead,2001-09-20,,
1427,491,Confirmed Release,RP-Lead,1991-09-27,LETTER DATED 9/27/91,
1428,491,LUST Cleanup Initiated,RP-Lead,1991-11-07,,
1429,491,Site Cleanup Completed (NFA),RP-Lead,1992-06-01,,
1430,492,LUST Cleanup Initiated,RP-Lead,1994-05-12,12/15/94 Morrison Knudsen Corporation Report,
1431,492,Confirmed Release,RP-Lead,1994-05-20,,
1432,492,Site Cleanup Completed (NFA),RP-Lead,1999-10-08,U09011SL NFA 9/3/99,
1433,493,LUST Cleanup Initiated,RP-Lead,1992-01-06,SOIL MGMT/FREE PRODUCT REMVL AT,
1434,493,Confirmed Release,RP-Lead,1992-01-06,REMOVAL,
1435,493,Site Cleanup Completed (NFA),RP-Lead,1999-12-13,NFA U12035RT,
1436,494,LUST Cleanup Initiated,RP-Lead,1993-07-20,SOIL MGMT DURING REMOVAL,
1437,494,Confirmed Release,RP-Lead,1993-07-20,NOTED DURING REMOVAL,
1438,494,Site Cleanup Completed (NFA),RP-Lead,1994-07-06,,
1439,495,Confirmed Release,RP-Lead,1995-02-21,2/28/95 U0235RB,
1440,495,LUST Cleanup Initiated,RP-Lead,1996-07-29,,
1441,495,Site Cleanup Completed (NFA),RP-Lead,1996-07-29,7/29/96 U0742RB,
1442,496,Confirmed Release,RP-Lead,1994-10-24,TTT SHOWED LEAKS-PG. 6 CLOSURE R,
1443,496,LUST Cleanup Initiated,RP-Lead,1995-02-22,PGS. 13/14 CLOSURE REPT. SOIL MG,
1444,497,Confirmed Release,RP-Lead,1996-01-12,PHONE CALL TO JOSE RUIZ-NOTED DU,
1445,497,LUST Cleanup Initiated,RP-Lead,1996-03-20,3/20/96 Closure Report,
1446,497,Site Cleanup Completed (NFA),RP-Lead,1997-02-19,U0232JS,
1447,498,LUST Cleanup Initiated,RP-Lead,1995-08-18,,
1448,498,Confirmed Release,RP-Lead,1995-08-18,CALL TO CHRIS/DURING REMOVAL,
1449,498,Site Cleanup Completed (NFA),RP-Lead,1996-07-05,,
1450,499,LUST Cleanup Initiated,RP-Lead,1992-12-22,"CLOSURE REPORT, PG 14, SOIL STOC",
1451,499,Confirmed Release,RP-Lead,1992-12-22,"VIA CLOSURE REPT DATED 04/14/93,    release from the two 2000 gallon gasoline ust",
1453,500,Confirmed Release,RP-Lead,1995-01-19,FAX TO JACK,
1454,500,LUST Cleanup Initiated,RP-Lead,1997-06-01,Tracer Test by Tracer Research Corporation and Tightness Test in June 1997,
1455,500,Site Cleanup Completed (NFA),RP-Lead,2002-03-19,,
1456,501,Confirmed Release,RP-Lead,1995-11-17,LEAKING VENT LINE-OVERFILL EVENT,
1457,501,Site Cleanup Completed (NFA),RP-Lead,1997-07-31,7/31/97 U0787SO,
1458,501,LUST Cleanup Initiated,RP-Lead,1997-07-31,,
1459,502,Confirmed Release,RP-Lead,1989-08-16,,
1460,502,LUST Cleanup Initiated,RP-Lead,1996-02-07,,
1461,502,Site Cleanup Completed (NFA),RP-Lead,1998-03-11,3/11/98 DOH letter - U0371JS,
1462,503,Confirmed Release,RP-Lead,1989-05-09,,
1463,503,LUST Cleanup Initiated,RP-Lead,1990-09-05,,
1464,503,Site Cleanup Completed (NFA),RP-Lead,1994-11-18,,
1465,504,LUST Cleanup Initiated,RP-Lead,1993-05-25,,
1466,504,Confirmed Release,RP-Lead,1993-05-25,ENV. ASSMT. REPT. 7/20/93 PG. 10,
1467,504,Site Cleanup Completed (NFA),RP-Lead,1993-12-21,,
1469,505,LUST Cleanup Initiated,RP-Lead,1998-01-02,Closure Report,
1473,506,Confirmed Release,RP-Lead,1993-03-03,,
1474,506,LUST Cleanup Initiated,RP-Lead,2000-04-19,"Underground Storage Tank Closure Assessment, Century Aviation, 98  Kapalulu Place, Honolulu, Hawaii, dated July 23, 1999, and prepared by J.R. Herold & Associates
DOH letter,U04027SL,4/20/00, requested additional investigations.",
1475,507,Confirmed Release,RP-Lead,1992-05-07,DOH NOTIFIED BY LTR-6/27/95,
1476,507,LUST Cleanup Initiated,RP-Lead,1994-02-26,BEGAN FREE PRODUCT RECOVERY (NO,
1477,507,Site Cleanup Completed (NFA),RP-Lead,1995-08-02,,
1478,508,Confirmed Release,RP-Lead,1988-05-18,"1st release, from leaking gasket on gasoline UST. 2nd release (12/7/94) discovered during waste oil UST closure. 4/9/96 letter U0423RB stated that: (1) no further action was needed for the waste oil release; (2) there was potentially still gasoline contaminated soil left in place from the original 1988 release, so the release is not closed -- Roger Brewer recommended that an Exposure Prevention Management Plan be prepared to account for potential exposures if the concrete pad at the site is removed.",
1479,508,LUST Cleanup Initiated,RP-Lead,1995-06-20,PCS excavated - 1/18/95 HIES report,
1480,508,Site Cleanup Completed (NFA),RP-Lead,1999-08-26,"NFA issued, UO8119RSM",
