CounterID,EventID,Status,Lead,StatusDate,LUSTStatusCommentsText,ProjectOfficer
1481,509,Confirmed Release,RP-Lead,1993-04-05,VIA LETTER,
1482,509,LUST Cleanup Initiated,RP-Lead,1997-03-14,3/14/97 Morrison Knudsen Corporation Report - ,
1483,509,Site Cleanup Completed (NFA),RP-Lead,1997-10-20,10/20/97 U1062JAR Letter,
1484,510,Confirmed Release,RP-Lead,1992-02-19,,
1485,510,LUST Cleanup Initiated,RP-Lead,1992-06-29,,
1486,510,Site Cleanup Completed (NFA),RP-Lead,1994-08-02,,
1487,511,Confirmed Release,RP-Lead,1993-07-28,,
1488,511,LUST Cleanup Initiated,RP-Lead,1999-11-17,"UST closure rpt rev'd 11/15/99; UST pulled 6/93, need addtional work at the site.  ?? soil results",
1489,511,Site Cleanup Completed (NFA),RP-Lead,2001-11-08,"NFA'd issued 10/31/01, U10076JAR",
1491,512,Confirmed Release,RP-Lead,1992-01-01,REPT 11/25/91,
1493,512,LUST Cleanup Initiated,RP-Lead,2001-07-17,,
1494,513,Confirmed Release,RP-Lead,1993-11-23,,
1495,513,LUST Cleanup Initiated,RP-Lead,1993-12-14,9/22/95 Morrison Knudsen Corporation Report,
1496,513,Site Cleanup Completed (NFA),,2006-07-24,,
1497,514,Confirmed Release,RP-Lead,1990-05-01,,
1498,514,Site Cleanup Completed (NFA),RP-Lead,1997-07-31,7/31/97 U0785DH,
1499,514,LUST Cleanup Initiated,RP-Lead,1997-07-31,,
1500,515,Confirmed Release,RP-Lead,1989-12-22,,
1501,515,LUST Cleanup Initiated,RP-Lead,1990-01-04,,
1502,515,Site Cleanup Completed (NFA),RP-Lead,1995-08-31,,
1503,516,Confirmed Release,RP-Lead,1994-10-12,VIA CRN,
1504,516,LUST Cleanup Initiated,RP-Lead,1999-11-17,closure rpt rcvd 11/15/99; UST pulled 9/6/93,
1505,516,Site Cleanup Completed (NFA),RP-Lead,1999-12-10,NFA'd 12/8/99  U12022JAR,
1506,517,Confirmed Release,RP-Lead,1993-12-08,,
1507,517,LUST Cleanup Initiated,RP-Lead,1993-12-08,,
1508,517,Site Cleanup Completed (NFA),RP-Lead,1998-03-12,3/12/98 U0377SO letter,
1509,518,Monitored Natural Attenuation,RP-Lead,1989-10-26,,
1510,518,Confirmed Release,RP-Lead,1989-09-14,ERC LTR OF 10/18/89,
1511,518,LUST Cleanup Initiated,RP-Lead,1996-06-26,9/20/96 HIES Report - Passive skimmer installed to collect free-product.  Skimmer has since been replaced with sorbants.,
1512,519,LUST Cleanup Initiated,RP-Lead,1995-08-10,DATE OF UST REMOVAL,
1513,519,Confirmed Release,RP-Lead,1995-10-10,,
1514,519,Site Cleanup Completed (NFA),RP-Lead,1998-04-23,4/23/98 U0466SO letter,
1515,520,LUST Cleanup Initiated,RP-Lead,1994-05-17,12/15/94 Morrison Knudsen Corporation Report,
1516,520,Confirmed Release,RP-Lead,1994-05-27,,
1517,520,Site Cleanup Completed (NFA),State-Lead with State Money,2004-04-08,"NFA letter (U04016SL)  dated April 8, 2004",
1518,521,LUST Cleanup Initiated,RP-Lead,1995-08-21,DATE OF UST REMOVAL,
1519,521,Confirmed Release,RP-Lead,1995-10-10,DATE OF LAB SAMPLES,
1520,521,Site Cleanup Completed (NFA),RP-Lead,1998-04-23,4/23/98 U0468SO letter,
1521,522,Confirmed Release,RP-Lead,1987-10-02,,
1522,522,Disconfirmed Release,RP-Lead,1987-11-10,,
1525,523,Confirmed Release,RP-Lead,1994-05-23,,
1526,523,LUST Cleanup Initiated,RP-Lead,1996-10-08,,
1527,523,Site Cleanup Completed (NFA),RP-Lead,1996-10-08,Letter U0943JAR,
1528,524,Confirmed Release,RP-Lead,1993-10-25,,
1530,525,Confirmed Release,RP-Lead,1992-05-05,,
1531,525,LUST Cleanup Initiated,RP-Lead,1995-09-12,9/12/95 NCTAMS report Report,
1532,525,Site Cleanup Completed (NFA),RP-Lead,1998-02-05,2/5/98 UO211JAR Letter,
1533,526,LUST Cleanup Initiated,RP-Lead,1988-08-31,SOIL EXCAVATED/TRANSPORTED DURIN,
1534,526,Confirmed Release,RP-Lead,1988-08-31,,
1535,526,Site Cleanup Completed (NFA),RP-Lead,1996-03-11,,
1537,527,Confirmed Release,RP-Lead,1992-11-24,,
1538,527,LUST Cleanup Initiated,RP-Lead,1994-12-15,12/15/94 Morrison Knudsen closure report - comments in 6/5/97 U0593JS,
1539,527,Case Transferred to HEER (unregulated),RP-Lead,1998-03-13,3/13/98 U0392SO letter - Heating Oil Tank,
1541,528,Confirmed Release,RP-Lead,1991-10-23,,
1542,528,LUST Cleanup Initiated,RP-Lead,1993-09-28,1-22-92,
1544,529,Confirmed Release,RP-Lead,1994-01-14,,
1545,529,LUST Cleanup Initiated,RP-Lead,2001-01-22,Tanks were removed 01/22/01,
1546,529,Site Cleanup Completed (NFA),RP-Lead,2001-12-03,Both tanks were removed and there were no evidence of soil or groundwater contamination above DOH Tier 1 NFA 12005MS,
1547,530,LUST Cleanup Initiated,RP-Lead,1994-06-23,SOIL MGMT BEGAN DURING REMOVAL,
1548,530,Confirmed Release,RP-Lead,1994-06-23,CONTAMINATION FOUND DURING REMOV,
1549,530,Site Cleanup Completed (NFA),RP-Lead,1998-11-04,11/4/98 U11007JAR letter - NFA issued,
1550,531,Confirmed Release,RP-Lead,1990-08-10,CLOSURE,
1552,531,LUST Cleanup Initiated,RP-Lead,1991-02-22,ACTUAL - 2-22-91,
1553,532,Confirmed Release,RP-Lead,1991-03-14,"FOPC LETTER, DURING REMOVAL",
1554,532,Site Cleanup Completed (NFA),RP-Lead,1997-07-31,7/31/97 U07122JAR,
1555,532,LUST Cleanup Initiated,RP-Lead,1997-07-31,,
1557,533,Confirmed Release,RP-Lead,1993-11-22,,
1558,533,Case Transferred to HEER (unregulated),RP-Lead,1998-09-28,"9/28/98 U09150LKI letter - release detected does not appear to be from UST, thus not regulated under 40CFR280.  transferred to HEER.  site is also part of aloha tower development, which is part of the HEER's honolulu harbor case.",
1559,534,LUST Cleanup Initiated,RP-Lead,1991-10-31,pg 6 of TANK CLOSURE AND SITE ASSESSMENT REPT,
1560,534,Confirmed Release,RP-Lead,1991-10-31,RELEASE REPT 11/18/91,
1561,534,Site Cleanup Completed (NFA),RP-Lead,1994-07-22,"NFA ISSUED 1/29/97, U0127JAR
VIA TANK CLS RPT",
1562,535,Confirmed Release,RP-Lead,1992-01-01,RELEASE REPT 11/18/91,
1563,535,LUST Cleanup Initiated,RP-Lead,1993-09-23,11-29-91,
1564,535,Site Cleanup Completed (NFA),RP-Lead,1994-05-26,,
1565,536,Confirmed Release,RP-Lead,1992-03-27,"PER QRTLY REPORT, 1ST QTR TRPH F",
1566,536,LUST Cleanup Initiated,RP-Lead,1992-06-02,SOIL EXCAVATED/AERATED PER FINAL,
1567,536,Site Cleanup Completed (NFA),RP-Lead,1996-10-21,Letter U1024RK,
1568,537,Confirmed Release,RP-Lead,1991-09-23,,
1569,537,LUST Cleanup Initiated,RP-Lead,1993-09-15,7-29-91,
1570,537,Site Cleanup Completed (NFA),RP-Lead,1999-03-10,3/10/99 UO3048RSM letter - NFA issued,
1571,538,Confirmed Release,RP-Lead,1989-04-20,,
1572,538,LUST Cleanup Initiated,RP-Lead,1993-08-10,,
1573,538,Site Cleanup Completed (NFA),RP-Lead,2000-10-27,,
1574,539,LUST Cleanup Initiated,RP-Lead,1995-01-25,,
1575,539,Confirmed Release,RP-Lead,1995-01-25,TO JACK RICHARDSON,
1576,539,Site Cleanup Completed (NFA),RP-Lead,1995-08-31,,
1577,540,LUST Cleanup Initiated,RP-Lead,1994-03-04,CLOSURE REPT. SOIL MGMT BEGAN DU,
1578,540,Confirmed Release,RP-Lead,1994-03-04,PHONE CALL FROM DUNCAN WALKER/RE,
1579,540,Site Cleanup Completed (NFA),RP-Lead,1995-11-07,,
1580,541,Confirmed Release,RP-Lead,1994-09-27,DATE OF SOIL BORINGS LAB RESULTS,
1581,541,LUST Cleanup Initiated,RP-Lead,1995-02-27,REMV/REPLCMT PROJECT REMOVED FRE,
1582,541,Site Cleanup Completed (NFA),RP-Lead,2002-06-19,"NFA'd 4 June 02, U06006JAR",
1583,542,Confirmed Release,RP-Lead,1994-01-10,,
1584,542,LUST Cleanup Initiated,RP-Lead,1994-01-10,,
1585,542,Site Cleanup Completed (NFA),RP-Lead,1995-10-02,,
1586,543,LUST Cleanup Initiated,RP-Lead,1990-12-19,VENT LINE LEAK REPAIRED & SOIL E,
1587,543,Confirmed Release,RP-Lead,1990-12-19,VIA SELF-CERT RELEASE DET. FORM,
1588,543,Site Cleanup Completed (NFA),RP-Lead,1999-03-09,2/18/99 Foremost letter,
1589,544,Confirmed Release,RP-Lead,1992-03-31,,
1590,544,LUST Cleanup Initiated,RP-Lead,1992-04-01,Cls Rpt by Kiewit Pacific 9/27/91,
1591,544,Site Cleanup Completed (NFA),RP-Lead,2000-11-06,NFA U11013SF,
1592,545,Confirmed Release,RP-Lead,1992-07-01,,
1593,545,LUST Cleanup Initiated,RP-Lead,1992-11-30,"4/2/93 Unitek Environmental Report - lust cleanup initiated: 11/30/92.                                            NFA letter dated Sept 20, 1996.",
1594,545,Site Cleanup Completed (NFA),RP-Lead,1996-09-20,9/20/96 U0962JS,
1595,546,Confirmed Release,RP-Lead,1992-04-25,,
1596,546,LUST Cleanup Initiated,RP-Lead,1993-12-27,,
1597,546,Site Cleanup Completed (NFA),RP-Lead,1994-11-21,,
1598,547,Confirmed Release,RP-Lead,1995-04-13,VIA CALL,
1599,547,LUST Cleanup Initiated,,2002-07-20,Site Investigation Report,
1600,547,Site Cleanup Completed (NFA),RP-Lead,2006-12-08,NFA letter U1206DP,
1601,548,LUST Cleanup Initiated,RP-Lead,1991-10-08,Date of UST Removal,
1602,548,Confirmed Release,RP-Lead,1991-10-11,release is from the usts located at bldg 701 - rk,
1604,549,Confirmed Release,RP-Lead,1992-04-03,,
1608,550,LUST Cleanup Initiated,RP-Lead,1994-11-15,,
1609,550,Confirmed Release,RP-Lead,1994-12-07,VIA CRN,
1610,551,LUST Cleanup Initiated,RP-Lead,1994-07-14,,
1611,551,Confirmed Release,RP-Lead,1994-08-26,,
1612,551,Site Cleanup Completed (NFA),RP-Lead,1996-02-26,,
1613,552,LUST Cleanup Initiated,RP-Lead,1992-12-01,SOIL STOCKPILED/REMOVED DURING R,
1614,552,Confirmed Release,RP-Lead,1992-12-01,LAB RESULTS FROM REMOVAL PROJECT,
1615,552,Site Cleanup Completed (NFA),RP-Lead,1997-10-17,10/17/97 U1063SO letter - ,
1616,553,LUST Cleanup Initiated,RP-Lead,1989-11-22,,
1617,553,Confirmed Release,RP-Lead,1989-11-22,,
1618,553,Site Cleanup Completed (NFA),RP-Lead,1999-11-05,U10098RT,
1619,554,LUST Cleanup Initiated,RP-Lead,1987-10-23,FREE PRODUCT REMOVAL,
1620,554,Confirmed Release,RP-Lead,1987-10-27,,
1622,555,Confirmed Release,RP-Lead,1990-05-17,,
1623,555,LUST Cleanup Initiated,RP-Lead,1990-07-25,H. Nakai Inc. Closure Report,
1624,555,Site Cleanup Completed (NFA),State-Lead with State Money,1999-10-27,"NFA Issued, UI0086RSM",
1625,556,Confirmed Release,RP-Lead,1990-02-20,1) REC. SITE ASSESSMENT REPORT,
1626,556,LUST Cleanup Initiated,RP-Lead,1992-09-02,,
1627,556,Site Cleanup Completed (NFA),RP-Lead,1992-09-09,,
1628,557,Confirmed Release,RP-Lead,1991-06-03,"LETTER BY HARRY NAKAI, INC",
1629,557,LUST Cleanup Initiated,RP-Lead,1991-06-12,,
1630,557,Site Cleanup Completed (NFA),RP-Lead,2000-02-29,"Risk Site Assessment rpt, dtd 11/99
NFA'd 2/15/00  U02019JAR",
1631,558,Confirmed Release,RP-Lead,1991-10-23,PHONE CALL,
1632,558,LUST Cleanup Initiated,RP-Lead,1992-06-15,6/15/92 Rubeck Engineering & Construction report,
1633,558,Site Cleanup Completed (NFA),RP-Lead,1999-02-11,2/11/99 U02084JU letter,
1634,559,Confirmed Release,RP-Lead,1991-09-16,REMOVAL,
1635,559,LUST Cleanup Initiated,RP-Lead,1992-10-31,"MFA 12/2/92 TANK CLOSURE REPORT,",
1636,559,Site Cleanup Completed (NFA),RP-Lead,1993-08-27,,
1637,560,Confirmed Release,RP-Lead,1994-09-07,PER NOTIFICATION FORM DATED 11/10/94,
1638,560,LUST Cleanup Initiated,RP-Lead,1996-04-26,,
1639,560,Site Cleanup Completed (NFA),RP-Lead,1996-04-26,4/26/97 U0474RB Letter,
1641,561,Confirmed Release,RP-Lead,1989-10-06,10/06/89,
1643,562,Confirmed Release,RP-Lead,1992-02-05,,
1644,562,LUST Cleanup Initiated,RP-Lead,1992-05-11,,
1645,562,Site Cleanup Completed (NFA),RP-Lead,1997-07-31,7/31/97 U07128LKI,
1646,563,Confirmed Release,RP-Lead,1993-09-09,,
1647,563,Site Cleanup Completed (NFA),RP-Lead,1993-09-09,,
1648,563,LUST Cleanup Initiated,RP-Lead,1993-09-09,,
1649,564,Confirmed Release,RP-Lead,1994-02-18,,
1650,564,LUST Cleanup Initiated,RP-Lead,1994-02-18,,
1651,564,Site Cleanup Completed (NFA),RP-Lead,1996-08-05,8/5/96 U0737JAR Letter,
1652,565,LUST Cleanup Initiated,RP-Lead,1991-09-30,,
1653,565,Confirmed Release,RP-Lead,1991-09-30,VIA CLOSURE REPORT,
1654,565,Site Cleanup Completed (NFA),RP-Lead,2000-06-22,"NFA LTR ISSUED, U06039RSM",
1655,566,LUST Cleanup Initiated,RP-Lead,1993-10-04,SOIL MGMT BEGAN DURING REMOVAL P,
1656,566,Confirmed Release,RP-Lead,1993-10-04,DURING REMOVAL,
1657,566,Site Cleanup Completed (NFA),,2005-08-12,NFA letter 9-101814,
1658,567,LUST Cleanup Initiated,RP-Lead,1991-08-03,SOIL STOCKPILED DURING REMOVAL,
1659,567,Confirmed Release,RP-Lead,1991-08-03,"RELEASE FOUND DURING REMOVAL, LE",
1660,567,Site Cleanup Completed (NFA),RP-Lead,2000-07-06,"NFA letter, U06066SL, 7/6/00",
1661,568,Confirmed Release,RP-Lead,1991-02-04,,
1662,568,Disconfirmed Release,RP-Lead,1993-01-06,,
1663,569,LUST Cleanup Initiated,RP-Lead,1992-03-19,VIA REPORT 7/9/92,
1664,569,Confirmed Release,RP-Lead,1992-03-19,VIA REPORT 07/09/92 UST #6 ONLY,
1665,569,Site Cleanup Completed (NFA),RP-Lead,1995-05-16,DOH NFA LETTER,
1666,570,Confirmed Release,RP-Lead,1991-01-25,LETTER,
1667,570,LUST Cleanup Initiated,RP-Lead,1999-07-22,,
1668,570,Site Cleanup Completed (NFA),RP-Lead,2002-06-04,NFA U06005RT,
1669,571,Confirmed Release,RP-Lead,1993-03-17,,
1670,571,LUST Cleanup Initiated,RP-Lead,1997-03-20,7/25/97 Hawaii International Environmental Services Report -,
1671,571,Site Cleanup Completed (NFA),RP-Lead,1998-09-25,9/25/98 U09132SO letter,
1672,572,LUST Cleanup Initiated,RP-Lead,1994-11-02,,
1673,572,Confirmed Release,RP-Lead,1994-11-02,VIA CALL,
1674,572,Site Cleanup Completed (NFA),RP-Lead,1995-10-27,,
1675,573,Confirmed Release,RP-Lead,1995-11-28,,
1676,573,LUST Cleanup Initiated,RP-Lead,1998-11-13,cls rpt by OHM dated oct 97,
1677,573,Site Cleanup Completed (NFA),RP-Lead,2003-11-07,NFA U11006RT,
1678,574,Confirmed Release,RP-Lead,1991-11-20,,
1679,574,LUST Cleanup Initiated,RP-Lead,1998-01-20,4/1/98 JAV National Trans Syst. Cntr report,
1680,574,Site Cleanup Completed (NFA),RP-Lead,1998-04-01,11/4/98 U11013JAR letter,
1682,575,Confirmed Release,RP-Lead,1991-03-07,DURING CLOSURE,
1683,575,LUST Cleanup Initiated,RP-Lead,1992-08-28,"8/28/92 Unitek Environmental Consultants, Inc. Report",
1684,575,Site Cleanup Completed (NFA),RP-Lead,1997-09-17,3/27/91 Unitek Environmental Consultants Report - ,
1686,576,LUST Cleanup Initiated,RP-Lead,1994-09-07,,
1687,576,Confirmed Release,RP-Lead,1994-09-07,,
1688,576,Site Cleanup Completed (NFA),RP-Lead,2001-04-19,"NFA'd issued 4/18/01, U04024JAR",
1689,577,Confirmed Release,RP-Lead,1993-03-03,CRN,
1690,577,LUST Cleanup Initiated,RP-Lead,1993-04-03,,
1691,577,Site Cleanup Completed (NFA),RP-Lead,1999-11-26,,
1692,578,LUST Cleanup Initiated,RP-Lead,1993-10-15,,
1693,578,Confirmed Release,RP-Lead,1993-10-15,10-13-93,
1694,578,Site Cleanup Completed (NFA),RP-Lead,1994-04-06,,
1695,579,LUST Cleanup Initiated,RP-Lead,1994-01-05,SOIL MGMT BEGAN DURING REMOVAL P,
1696,579,Confirmed Release,RP-Lead,1994-01-05,PER REMVL REPT,
1697,579,Site Cleanup Completed (NFA),RP-Lead,2000-06-27,"NFA'd 6/26/00,  UO6052JAR",
1698,580,LUST Cleanup Initiated,RP-Lead,1992-11-10,REMOVAL REPT PG 1.0,
1699,580,Confirmed Release,RP-Lead,1992-11-10,DURING REMOVAL,
1700,580,Exposure Prevention Management Plan,,1996-08-12,Site visit conducted 1 1999.,
1701,581,LUST Cleanup Initiated,RP-Lead,1988-04-24,,
1702,581,Confirmed Release,RP-Lead,1988-11-03,,
1703,581,Site Cleanup Completed (NFA),RP-Lead,1999-11-16,NFA'd 11/8/99  U11025JAR,
1704,582,Confirmed Release,RP-Lead,1989-10-18,,
1705,582,LUST Cleanup Initiated,RP-Lead,1992-08-24,,
1706,582,Site Cleanup Completed (NFA),RP-Lead,1996-09-20,Letter U0957JAR,
1707,583,LUST Cleanup Initiated,RP-Lead,1991-10-09,,
1708,583,Confirmed Release,RP-Lead,1991-10-09,,
1709,583,Site Cleanup Completed (NFA),RP-Lead,1994-08-01,,
1710,584,LUST Cleanup Initiated,RP-Lead,1992-03-09,SOIL STOCKPILED DURING REMOVAL,
1711,584,Confirmed Release,RP-Lead,1992-03-09,RELEASE DETECTED DURING REMOVAL,
1712,584,Site Cleanup Completed (NFA),RP-Lead,1993-05-11,,
1713,585,LUST Cleanup Initiated,RP-Lead,1990-08-25,,
1714,585,Confirmed Release,RP-Lead,1990-08-25,,
1715,585,Site Cleanup Completed (NFA),RP-Lead,1993-09-08,,
1716,586,Confirmed Release,RP-Lead,1992-09-29,VIA CRN,
1717,586,LUST Cleanup Initiated,RP-Lead,1997-11-18,2/3/98 Dawson Environmental Report - Telephone report of cleanup activities after UST removal.  UST Closure Report is forthcoming.,
1718,586,Site Cleanup Completed (NFA),RP-Lead,2002-10-22,NFA  U10059RT,
1719,587,LUST Cleanup Initiated,RP-Lead,1995-07-28,"Closure and Site Remediation of USTs Naval Shipyard Pearl Harbor, UST No. 21, Oahu, Hawaii, Final Closure Report, dated July 1997, and prepard by OHM Remediation Services Corporation.                                                                                                     Quarterly Release Response Report for UST No. 21, dated October 1999, prepared by Pearl Harbor Naval Shipyard & Intermediate maintenance Facility.",
1720,587,Confirmed Release,RP-Lead,1995-08-08,CALL TO CHRIS/DURING REMOVAL,
1721,588,Confirmed Release,RP-Lead,1993-07-15,,
1722,588,Site Cleanup Completed (NFA),RP-Lead,1997-07-03,U0720ES,
1723,588,LUST Cleanup Initiated,RP-Lead,1997-07-03,,
1724,589,Confirmed Release,RP-Lead,1990-01-01,8/12/92 SUBSRFACE INVST. NOTES F,
1725,589,LUST Cleanup Initiated,RP-Lead,1993-09-22,8-12-92,
1726,589,Exposure Prevention Management Plan,,1996-01-31,,
1727,590,Confirmed Release,RP-Lead,1989-11-01,,
1728,590,LUST Cleanup Initiated,RP-Lead,1990-01-05,1/5/90 Unitek Environmental Report,
1729,590,Site Cleanup Completed (NFA),RP-Lead,1998-09-23,9/23/98 UO9104JAR letter,
1730,591,LUST Cleanup Initiated,RP-Lead,1995-04-19,,
1731,591,Confirmed Release,RP-Lead,1995-04-19,CALL TO CHRIS PROKOP,
1732,591,Site Cleanup Completed (NFA),RP-Lead,2001-11-05,,
1733,592,LUST Cleanup Initiated,RP-Lead,1992-01-10,"PER 9/22/92 BREWER REPORT PGS 1,",
1734,592,Site Assessment Ongoing,RP-Lead,1992-01-10,DURING REMOVAL,
1735,593,Confirmed Release,RP-Lead,1992-08-14,,
1736,593,LUST Cleanup Initiated,RP-Lead,1993-03-29,,
1737,593,Site Cleanup Completed (NFA),RP-Lead,1998-10-30,10/30/98 U10109EJS,
1738,594,Confirmed Release,RP-Lead,1992-02-27,,
1739,594,LUST Cleanup Initiated,RP-Lead,1993-12-20,,
1740,594,Site Cleanup Completed (NFA),RP-Lead,1994-06-22,,
1741,595,Confirmed Release,RP-Lead,1991-04-23,LAB RESULTS AFTER REMOVAL,
1742,595,LUST Cleanup Initiated,RP-Lead,1991-07-21,7/21/91 Brewer Environmental Services Report,
1743,596,Confirmed Release,RP-Lead,1991-09-01,REL ID# 930071 = 1ST & 3RD RELEA,
1744,596,LUST Cleanup Initiated,RP-Lead,1995-12-18,"12/13/95-FOPCO report, NFA requested",
1745,596,Site Cleanup Completed (NFA),RP-Lead,1999-05-07,"NFA issued, UO5017RSM",
1746,597,LUST Cleanup Initiated,RP-Lead,1995-11-06,SOIL STOCKPILED,
1747,597,Confirmed Release,RP-Lead,1995-11-06,CALL TO C. PROKOP-LAB ANALYSIS-D,
1748,597,Site Cleanup Completed (NFA),RP-Lead,1997-06-01,5/6/98 U0564JU letter,
1749,598,LUST Cleanup Initiated,RP-Lead,1993-06-01,,
1750,598,Confirmed Release,RP-Lead,1993-06-01,,
1751,598,Site Cleanup Completed (NFA),RP-Lead,1996-09-19,,
1752,599,Confirmed Release,RP-Lead,1990-03-12,"PER CALL, TTT FAILURE",
1753,599,LUST Cleanup Initiated,RP-Lead,1999-11-19,"Closure rpt rcv'd July 1997, report list UST #1 & Site Inv rpt dated 3/00 & rcvd 6/01",
1754,599,Site Cleanup Completed (NFA),,2005-08-12,NFA letter U08024CP,
1755,600,Confirmed Release,RP-Lead,1994-08-17,CALL TO DOH,
1756,600,LUST Cleanup Initiated,RP-Lead,1994-10-13,EXCAVATION/REMEDIATION PROJECT (,
1757,600,Site Cleanup Completed (NFA),RP-Lead,1996-02-13,2/13/96 U0207ES,
1761,602,LUST Cleanup Initiated,RP-Lead,1994-03-23,SOILS EXCAVATED DURING REMOVAL P,
1762,602,Confirmed Release,RP-Lead,1994-03-23,,
1763,602,Site Cleanup Completed (NFA),RP-Lead,2003-07-21,NFA U07027RT,
1765,603,Confirmed Release,RP-Lead,1992-01-01,REPT 11/25/91,
1768,604,Confirmed Release,RP-Lead,1994-06-14,,
1769,605,LUST Cleanup Initiated,RP-Lead,1993-11-22,SOIL STOCKPILED DURING REMOVAL P,
1770,605,Confirmed Release,RP-Lead,1993-11-22,NOTED DURING TANK REMOVAL,
1771,605,Site Cleanup Completed (NFA),RP-Lead,1995-10-17,,
1772,606,Confirmed Release,RP-Lead,1995-04-25,VIA CRN,
1773,606,LUST Cleanup Initiated,RP-Lead,1996-01-09,1/5/96-MFA report,
1774,606,Site Cleanup Completed (NFA),RP-Lead,2000-07-07,"4/27/00-BES QUARTERLY RRR. NFA ISSUED, U07003RSM.",
1775,607,LUST Cleanup Initiated,RP-Lead,1995-04-20,6/1/95 Walker Consultants Report - ,
1776,607,Confirmed Release,RP-Lead,1995-04-20,TO ROXANNE,
1777,607,Site Cleanup Completed (NFA),RP-Lead,1998-01-21,1/21/98 U0126SO letter,
1778,608,LUST Cleanup Initiated,RP-Lead,1992-11-09,SOIL STOCKPILED DURING REMOVAL,
1779,608,Confirmed Release,RP-Lead,1992-11-09,RELEASE DETECTED DURING REMOVAL,
1780,608,Site Cleanup Completed (NFA),RP-Lead,1993-10-11,B,
1781,609,Confirmed Release,RP-Lead,1990-12-31,ACTUAL RELEASE DATE UNKNOWN,
1782,609,LUST Cleanup Initiated,RP-Lead,1996-06-06,"Per meeting w/consultant Mr. Stuart Cotton, closure report cannot be found, will try to get any available information.",
1783,610,Confirmed Release,RP-Lead,1993-07-23,,
1784,610,LUST Cleanup Initiated,RP-Lead,1994-02-10,SOIL MGMT BEGAN DURING REMOVAL,
1785,610,Site Cleanup Completed (NFA),RP-Lead,1995-08-31,,
1786,611,Confirmed Release,RP-Lead,1992-01-03,REC'D CRN 12/5/91,
1787,611,LUST Cleanup Initiated,RP-Lead,1998-01-26,1/1/94 Edward K. Noda & Associates Report,
1788,611,Site Cleanup Completed (NFA),RP-Lead,1998-02-05,2/5/98 U0215SO letter,
1789,612,Confirmed Release,RP-Lead,1991-12-17,FOPCO RELEASE REPT 12/20/91,
1790,612,LUST Cleanup Initiated,RP-Lead,1992-02-12,,
1791,612,Site Cleanup Completed (NFA),RP-Lead,2002-02-15,,
1792,613,LUST Cleanup Initiated,RP-Lead,1992-04-01,4/19/92 Air Force Letter - ,
1793,613,Confirmed Release,RP-Lead,1992-04-08,,
1794,613,Exposure Prevention Management Plan,RP-Lead,2006-09-15,,
1795,614,Monitored Natural Attenuation,RP-Lead,1990-03-05,,
1796,614,Confirmed Release,RP-Lead,1988-12-01,,
1797,614,LUST Cleanup Initiated,RP-Lead,1989-09-01,,
1798,615,Confirmed Release,RP-Lead,1992-04-27,,
1799,615,Disconfirmed Release,RP-Lead,1993-04-13,,
1800,616,Confirmed Release,RP-Lead,1994-03-02,,
1801,616,LUST Cleanup Initiated,RP-Lead,1994-06-09,,
1802,616,Site Cleanup Completed (NFA),RP-Lead,1994-06-09,,
1803,617,LUST Cleanup Initiated,RP-Lead,1990-11-11,,
1804,617,Confirmed Release,RP-Lead,1990-11-11,DURING REMOVAL,
1805,617,Site Cleanup Completed (NFA),RP-Lead,1993-07-28,,
1806,618,Confirmed Release,RP-Lead,1992-10-01,,
1807,618,Site Cleanup Completed (NFA),RP-Lead,1999-08-11,"NFA'd, UO8009JAR, 8/5/99",
