FacilityID,TankID,TankName,TankLocation,TankStatus,FederallyRegulated,FieldConstructed,EmergencyGenerator,AirportHydrantSystem,MultipleTanks,TankClosureDate,TankInstallationDate,CompartmentalizedUST,NumberOfCompartments,TankMaterialDescription,TankCorrosionProtectionSacrificialAnode,TankCorrosionProtectionImpressedCurrent,TankCorrosionProtectionCathodicNotRequired,TankCorrosionProtectionInteriorLining,TankCorrosionProtectionOther,TankCorrosionProtectionUnknown,TankSecondaryContainment,CertOfInstallation,CertOfInstallationOther,DispenserID,DispenserUDC,DispenserUDCWallType
604,9033,1998-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1998.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
605,9035,1981-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1981.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
608,9038,2001-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2001.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
611,9042,1995-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1995.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
612,9046,1993-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1993.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
613,9048,2001-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2001.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
614,9049,1953-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1953.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
615,17103,2011-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
619,18999,2020-1-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,Yes,2,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
619,19000,2020-2-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,Yes,2,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
624,9070,1956-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1956.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
634,16807,2010-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
638,9079,2000-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2000.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
639,9081,2003-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2003.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
640,9083,2004-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2004.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
641,16806,2010-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
642,16125,2008-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
643,16640,2009-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
644,16606,2010-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
644,9089,1993-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1993.0,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
661,9092,1973-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1973.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
666,9106,1998-1-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1998.0,Yes,2,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
669,9108,-1-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
669,9109,-1-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
670,9112,1990-1-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1990.0,Yes,2,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
671,17346,2012-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
679,9119,1995-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1995.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
679,9120,1995-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1995.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
681,17334,2012-1-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,Yes,2,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
681,17335,2012-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
681,17336,2012-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
683,9130,1998-1-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1998.0,Yes,2,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
684,9132,1997-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1997.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
685,9133,1966-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1966.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
686,9134,1978-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1978.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
688,9142,1992-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1992.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
688,9143,1992-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1992.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
688,9144,1992-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1992.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
688,15706,2007-4,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,2007.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
691,9153,1989-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1989.0,No,1,Protected Steel with supplemental anodes,Yes,No,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
699,9163,1997-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1997.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
699,9164,1997-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1997.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
702,9166,1991-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1991.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
703,9169,1998-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1998.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
704,9172,1987-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1987.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
706,9178,1987-1-M,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,Yes,,1987.0,No,1,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
706,9179,1987-2-M,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,Yes,,1987.0,No,1,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
708,9189,1990-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1990.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
708,9190,1990-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1990.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
708,9191,1990-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1990.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
709,9196,1997-1-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1997.0,Yes,2,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
713,9205,1992-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1992.0,No,1,Protected Steel with supplemental anodes,Yes,No,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
713,9206,1992-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1992.0,No,1,Protected Steel with supplemental anodes,Yes,No,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
714,9209,1994-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1994.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
717,9212,1999-1-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1999.0,Yes,3,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
721,18669,1960-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
722,9218,1968-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1968.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
729,9232,1992-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1992.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
729,9233,1992-2-M,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,Yes,,1992.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
729,17351,2012-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
735,9243,1999-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1999.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
736,9245,1989-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1989.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
737,9248,1993-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1993.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
738,17768,2014-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
739,9252,1988-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1988.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
741,9256,1988-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1988.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
743,9260,1989-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1989.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
744,9265,1997-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1997.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
748,9275,1989-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1989.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
748,9276,1990-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1990.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
751,9284,1956-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1956.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
752,16186,2008-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
754,9289,2004-2010-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2004.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
755,9290,1984-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1984.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
756,9292,2004-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2004.0,No,1,Protected fiberthane steel tank,No,No,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
757,9297,2004-4,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2004.0,No,1,Protected fiberthane steel tank,No,No,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
758,9303,1988-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1988.0,No,1,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
758,9304,1988-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1988.0,No,1,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
758,9305,1988-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1988.0,No,1,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
758,9306,1988-4,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1988.0,No,1,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
758,9307,1988-5,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1988.0,No,1,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
760,16309,1992-3,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
761,16308,1994-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
762,9314,1991-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1991.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
785,9336,1997-1-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1997.0,Yes,2,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
787,9338,1956-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1956.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
790,9364,1992-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1992.0,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
790,17041,2011-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
790,17042,2011-2-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,Yes,2,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
791,9370,1988-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1988.0,No,1,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
791,9371,1988-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1988.0,No,1,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
791,9372,1988-3-M,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,Yes,,1988.0,No,1,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
791,9373,1988-4,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1988.0,No,1,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
791,9374,2003-5-M,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,Yes,,2003.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
792,9378,1996-4,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1996.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
796,9379,-1-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
797,9381,2001-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2001.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
800,9385,1997-4,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1997.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
800,19167,2021-1-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,Yes,2,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
804,9392,1978-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1978.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
806,9402,1998-4,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1998.0,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
807,9412,1989-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1989.0,No,1,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
807,9413,1989-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1989.0,No,1,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
807,9414,1989-5,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1989.0,No,1,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
807,18628,2017-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
808,18434,2017-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,Yes,2,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
808,18435,2017-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,Yes,2,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
809,9422,1996-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1996.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
811,19382,2023-1-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,Yes,2,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
812,9434,1996-1-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1996.0,Yes,2,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
812,9435,1996-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1996.0,No,1,PSteel with impressed current,No,Yes,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
813,9436,1971-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1971.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
816,9440,1997-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1997.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
816,9441,2001-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,2001.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
819,9446,1991-1,Underground (entirely buried),ACTIVE,Yes,Unknown,Yes,Unknown,No,,1991.0,No,1,Protected Steel with supplemental anodes,Yes,No,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
824,9456,2004-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2004.0,No,1,Protected fiberthane steel tank,No,No,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
826,9462,1989-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1989.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
826,9463,1989-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1989.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
826,9464,1989-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1989.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
829,9478,1995-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1995.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
829,9479,1995-2-M,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,Yes,,1995.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
829,9480,1995-3-M,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,Yes,,1995.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
