FacilityID,TankID,TankName,CompartmentID,CompartmentName,PipingID,PipingStyle,SafeSuction,AmericanSuction,HighPressureOrBulkPiping,PipingMaterialFRP,PipingMaterialGalSteel,PipingMaterialStainlessSteel,PipingMaterialSteel,PipingMaterialCopper,PipingMaterialFlex,PipingMaterialNoPiping,PipingMaterialOther,PipingMaterialUnknown,PipingFlexConnector,PipingCorrosionProtectionSacrificialAnode,PipingCorrosionProtectionImpressedCurrent,PipingCorrosionProtectionCathodicNotRequired,PipingCorrosionProtectionOther,PipingCorrosionProtectionUnknown,PipingLineLeakDetector,PipingAutomatedIntersticialMonitoring,PipingLineTestAnnual,PipingLineTest3yr,PipingGroundwaterMonitoring,PipingVaporMonitoring,PipingInterstitialMonitoring,PipingStatisticalInventoryReconciliation,PipingReleaseDetectionOther,PipingSubpartKLineTest,PipingSubpartKOther,PipeTankTopSump,PipeTankTopSumpWallType,PipingWallType,PipeTrenchLiner,PipeSecondaryContainmentOther,PipeSecondaryContainmentUnknown
3-000330,6,6,4128,6,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000330,7,7,4129,7,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000330,8,8,4130,8,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000331,1,1,4131,1,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000331,2,2,4132,2,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000331,3,3,4133,3,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000331,4,4,4134,4,,Unknown,No,No,No,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000332,1,1,4136,1,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000332,2,2,4137,2,,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000332,3,3,4138,3,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000332,4,4,4139,4,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000332,5,5,14179,5,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000332,6,6,14180,6,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000332,6,6,14181,6,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000333,1,1,4140,1,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000333,2,2,4141,2,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000333,3,3,4142,3,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000333,4,4,4143,4,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000334,1,3,4144,3,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000334,2,1,4145,1,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000334,3,2,4146,2,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000335,1,1,4147,1,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000335,2,2,4148,2,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000335,3,3,4149,3,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000335,4,4,4150,4,,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000336,1,8,4151,8,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000336,10,13,4160,13,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000336,11,12,4161,12,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000336,12,11,4162,11,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000336,13,10,4163,10,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000336,2,9,4152,9,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000336,3,7,4153,7,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000336,4,6,4154,6,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000336,5,4,4155,4,,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000336,7,2,4157,2,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000336,8,3,4158,3,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000336,9,1,4159,1,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000337,1,1,4164,1,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000337,2,2,4165,2,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000337,3,3,4166,3,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000337,4,4,4167,4,,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000337,5,5,4168,5,,Non-operational,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000337,6,6,4169,6,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,,No,No,No
3-000338,1,1,4171,1,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000338,2,2,4172,2,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000338,3,3,4173,3,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000338,4,4,12283,4,,Unknown,No,No,No,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,,No,No,No
3-000339,1,1,4174,1,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000339,2,2,4175,2,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000339,3,3,4176,3,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000339,4,4,4177,4,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000339,5,5,4178,5,,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000340,1,1,4179,1,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000340,2,2,4180,2,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000340,3,3,4181,3,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000340,4,4,4182,4,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000340,5,5,4183,5,,Non-operational,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000341,1,1,4184,1,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000341,2,2,4185,2,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000341,3,3,4186,3,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000341,4,4,4187,4,,Unknown,No,No,No,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000341,5,6,4188,6,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000341,6,7,4189,7,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000341,7,8,4190,8,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000342,1,1,4191,1,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000342,2,2,4192,2,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000342,3,3,4193,3,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000342,4,4,4194,4,,Non-operational,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000342,5,5,4195,5,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000343,1,1,4196,1,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000343,2,2,4197,2,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000343,3,3,4198,3,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000343,4,4,4199,4,,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000344,1,1,4200,1,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000344,2,2,4201,2,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000344,3,3,4202,3,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000344,4,4,4203,4,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000344,5,6,4204,6,,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000344,6,6,15219,6,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000344,7,7,15218,7,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000344,8,8,15220,8,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000345,1,1,4205,1,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000345,2,2,4206,2,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000345,3,3,4207,3,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000346,1,1,4208,1,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000346,2,2,4209,2,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000346,3,3,4210,3,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000346,4,4,4211,4,,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Double Walled,No,No,No
3-000346,5,5,4212,5,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000346,6,6,14309,6,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Unknown,,No,No,No
3-000346,7,7,14310,7,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Unknown,,No,No,No
3-000346,7,7,14311,7,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Unknown,,No,No,No
3-000347,1,1,4213,1,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000347,2,2,4214,2,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000347,3,3,4215,3,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000347,4,4,4216,4,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000347,5,5,4217,5,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000348,1,1,4218,1,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000348,2,2,4219,2,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000348,3,3,4220,3,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000348,4,4,4221,4,,Unknown,No,No,No,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000349,1,6,4222,6,,Unknown,No,No,No,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000349,2,7,4223,7,,Unknown,No,No,No,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000349,3,5,4224,5,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000349,4,4,4225,4,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000349,5,3,4226,3,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000349,6,1,4227,1,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000349,7,2,4228,2,,Pressure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Double Walled,No,No,No
3-000350,1,5,4229,5,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000350,2,4,4230,4,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000350,3,1,4231,1,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000350,4,2,4232,2,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000350,5,3,4233,3,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
3-000350,6,6,14930,6,,Unknown,No,No,No,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000350,7,7,14931,7,,Unknown,No,No,No,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000350,7,7,14932,7,,Unknown,No,No,No,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000351,1,1,4234,1,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000351,2,2,4235,2,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000351,3,3,4236,3,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000351,4,4,4237,4,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000351,5,5,4238,5,,Pressure,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000351,6,6,4239,6,,No Piping,No,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000351,7,7,4240,7,,Unknown,No,No,No,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Single Walled,No,No,No
3-000352,1,6,4241,6,,Pressure,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Single Walled,No,No,No
